DOI,publicationDate,publisher,subject
doi:10.7910/DVN/RAMHWP,2017,the_review,Social Sciences
doi:10.7910/DVN/3SLMJY,2016,restat,Social Sciences
doi:10.7910/DVN/QKJHCI,2017,jop,Social Sciences
doi:10.7910/DVN/LNUSBB,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/CTMZX8,2018,isq,Social Sciences
doi:10.7910/DVN/UBRRHG,2019,harvard,Medicine; Health and Life Sciences
doi:10.7910/DVN/LNMEXL,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/W03YWD,2019,IOJ,Social Sciences
doi:10.7910/DVN/XQY6CZ,2018,monogan,Social Sciences
doi:10.7910/DVN/FCHU0J,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences
doi:10.7910/DVN/CBJELO,2016,harvard,Social Sciences
doi:10.7910/DVN/NW4LIO,2016,polbehavior,Social Sciences
doi:10.7910/DVN/0K6LWF,2019,lsq,Social Sciences
doi:10.7910/DVN/FLXHAZ,2019,JAERE,Social Sciences
doi:10.7910/DVN/QZNGVJ,2019,ajps,Social Sciences
doi:10.7910/DVN/5UMCKK,2017,the_review,Social Sciences
doi:10.7910/DVN/MPMIJU,2017,SpaceBetweenUs,Social Sciences
doi:10.7910/DVN/RQLGLH,2017,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/OZGUH9,2018,ditellaPolSci,Social Sciences
doi:10.7910/DVN/ZJCMYZ,2020,harvard,Social Sciences
doi:10.7910/DVN/ALFLK6,2018,lsq,Social Sciences
doi:10.7910/DVN/KHE44F,2018,pan,Social Sciences
doi:10.7910/DVN/LRSICH,2018,SpaceBetweenUs,Social Sciences
doi:10.7910/DVN/EBBP1O,2016,pan,Social Sciences
doi:10.7910/DVN/VGSSNX,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/LPLJCL,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/XZ0IZE,2018,ajps,Social Sciences
doi:10.7910/DVN/IKVXOM,2019,harvard,Social Sciences
doi:10.7910/DVN/G7EOGT,2018,polbehavior,Social Sciences
doi:10.7910/DVN/UDVEXN,2016,jop,Social Sciences
doi:10.7910/DVN/NI225N,2016,restat,Social Sciences
doi:10.7910/DVN/RMHOHL,2016,jop,Social Sciences
doi:10.7910/DVN/24259,2014,javiermarquez,Social Sciences
doi:10.7910/DVN/7ZVSYO,2019,ajps,Social Sciences
doi:10.7910/DVN/7WIRJ7,2017,researchandpolitics,Social Sciences
doi:10.7910/DVN/ADRRNX,2018,harvard,Social Sciences
doi:10.7910/DVN/4GPTTD,2019,harvard,Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/HG0YSS,2017,BJPolS,Social Sciences
doi:10.7910/DVN/YSVMS2,2019,world-politics,Social Sciences
doi:10.7910/DVN/KOKLPH,2020,harvard,Social Sciences
doi:10.7910/DVN/S2VOLH,2017,PSRM,Social Sciences
doi:10.7910/DVN/XKC4R4,2017,ajps,Social Sciences
doi:10.7910/DVN/JE6R2R,2020,RiceResearch,Agricultural Sciences
doi:10.7910/DVN/RBECVN,2019,govdept,Social Sciences
doi:10.7910/DVN/D5DEHM,2017,ajps,Social Sciences
doi:10.7910/DVN/RJF61A,2017,pan,Social Sciences
doi:10.7910/DVN/WJKQ1C,2017,harvard,Social Sciences
doi:10.7910/DVN/JXSJ1G,2019,wBCRmosm,Agricultural Sciences;Other
doi:10.7910/DVN/XTXS4P,2018,PSRM,Social Sciences
doi:10.7910/DVN/1ZOEEX,2018,the_review,Social Sciences
doi:10.7910/DVN/OOLBO9,2019,jop,Social Sciences
doi:10.7910/DVN/ALEBMM,2016,pierskalla,Social Sciences
doi:10.7910/DVN/STH14F,2020,pan,Social Sciences
doi:10.7910/DVN/THNDTR,2017,jhomola,Social Sciences
doi:10.7910/DVN/KWPEKK,2018,the_review,Social Sciences
doi:10.7910/DVN/PYIFPF,2018,harvard,Social Sciences
doi:10.7910/DVN/BFJ7RX,2019,kwtrp,Medicine; Health and Life Sciences
doi:10.7910/DVN/NVRBC9,2017,harvard,Social Sciences
doi:10.7910/DVN/7D48YB,2015,ajps,Social Sciences
doi:10.7910/DVN/VKLZ2V,2016,researchandpolitics,Law;Social Sciences
doi:10.7910/DVN/TUUYLQ,2018,pan,Social Sciences
doi:10.7910/DVN/8YWCF9,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/SNCKJW,2018,yutakamahara,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/JNEQYJ,2018,ajps,Social Sciences
doi:10.7910/DVN/05BSPP,2018,harvard,Social Sciences
doi:10.7910/DVN/AFFHAH,2015,monogan,Social Sciences
doi:10.7910/DVN/LVFRCL,2019,world-politics,Social Sciences
doi:10.7910/DVN/VB6GAD,2018,rebeccacordell,Social Sciences
doi:10.7910/DVN/UQOMMF,2015,researchandpolitics,Social Sciences
doi:10.7910/DVN/DDWWJW,2018,researchandpolitics,Social Sciences
doi:10.7910/DVN/HL8HCA,2018,deliberativeminipublics,Social Sciences
doi:10.7910/DVN/4EPUIA,2018,seconlab,Computer and Information Science;Social Sciences
doi:10.7910/DVN/TWVXKZ,2019,the_review,Social Sciences
doi:10.7910/DVN/MYRDQC,2016,harvard,Social Sciences
doi:10.7910/DVN/KMQVUA,2018,leeper,Social Sciences
doi:10.7910/DVN/GIYFMV,2016,harvard,Arts and Humanities;Social Sciences
doi:10.7910/DVN/R9PGXI,2019,polbehavior,Social Sciences
doi:10.7910/DVN/E6D8RI,2020,Gehlbach,Social Sciences
doi:10.7910/DVN/V8DLYR,2018,polbehavior,Social Sciences
doi:10.7910/DVN/O6VHZZ,2019,ajps,Social Sciences
doi:10.7910/DVN/WY7PR8,2017,harvard,Social Sciences
doi:10.7910/DVN/QQBARG,2017,jop,Social Sciences
doi:10.7910/DVN/MSV9AS,2016,harvard,Social Sciences
doi:10.7910/DVN/VLS3XL,2016,PSRM,Social Sciences
doi:10.7910/DVN/TLPMVI,2017,pan,Social Sciences
doi:10.7910/DVN/IX6PBW,2018,researchandpolitics,Social Sciences
doi:10.7910/DVN/QKGBSE,2019,palcomms,Arts and Humanities;Computer and Information Science;Social Sciences
doi:10.7910/DVN/85KUC8,2019,harvard,Social Sciences
doi:10.7910/DVN/IFR1FC,2018,harvard,Social Sciences
doi:10.7910/DVN/FYXNIM,2020,JPublicPolicy,Social Sciences
doi:10.7910/DVN/GJLYGI,2016,jop,Social Sciences
doi:10.7910/DVN/P7RVGF,2018,matthitt,Social Sciences
doi:10.7910/DVN/TWHEZ9,2018,pan,Social Sciences
doi:10.7910/DVN/SYCAOH,2017,PSRM,Social Sciences
doi:10.7910/DVN/HUEPQJ,2019,harvard,Social Sciences
doi:10.7910/DVN/LA4RAC,2016,pbalan,Social Sciences
doi:10.7910/DVN/VPZZCQ,2018,isq,Social Sciences
doi:10.7910/DVN/NNJXDY,2018,PSRM,Computer and Information Science;Mathematical Sciences;Social Sciences
doi:10.7910/DVN/JGGUZE,2017,harvard,Social Sciences
doi:10.7910/DVN/OEEF37,2019,harvard,Social Sciences
doi:10.7910/DVN/STXADQ,2019,ajps,Social Sciences
doi:10.7910/DVN/UGKVTJ,2018,perspectives,Social Sciences
doi:10.7910/DVN/VOF11U,2016,jop,Social Sciences
doi:10.7910/DVN/TALJOT,2020,harvard,Social Sciences
doi:10.7910/DVN/HMGNSP,2018,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/AAI7VA,2019,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/LZPEQT,2017,harvard,Social Sciences
doi:10.7910/DVN/VCXVVF,2018,schaffner,Social Sciences
doi:10.7910/DVN/RO34OK,2016,PSVCC,Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/NC06GQ,2015,ajps,Law;Social Sciences
doi:10.7910/DVN/LG3DWV,2019,harvard,Social Sciences
doi:10.7910/DVN/2BBRQ6,2019,JPublicPolicy,Social Sciences
doi:10.7910/DVN/PAW3RR,2018,jslapin,Social Sciences
doi:10.7910/DVN/ZLFP3A,2016,harvard,Social Sciences
doi:10.7910/DVN/W2JM0L,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/3RNFFH,2019,jop,Social Sciences
doi:10.7910/DVN/O824I7,2018,AgreementIndiff,Social Sciences
doi:10.7910/DVN/OIQA8Y,2019,govdept,Social Sciences
doi:10.7910/DVN/OJK8GC,2019,harvard,Social Sciences
doi:10.7910/DVN/YDCL7Z,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/WVBZNE,2019,the_review,Social Sciences
doi:10.7910/DVN/XZLGAZ,2018,jop,Social Sciences
doi:10.7910/DVN/WKIJST,2018,jop,Social Sciences
doi:10.7910/DVN/KJCN21,2016,polbehavior,Social Sciences
doi:10.7910/DVN/T1TELH,2018,the_review,Social Sciences
doi:10.7910/DVN/KMMN1B,2018,BJPolS,Social Sciences
doi:10.7910/DVN/DFPXHO,2015,SPSRleemann2015,Social Sciences
doi:10.7910/DVN/BV7YUU,2016,FPA,Social Sciences
doi:10.7910/DVN/XTAEY9,2019,PSRM,Social Sciences
doi:10.7910/DVN/6EOZAY,2019,isq,Social Sciences
doi:10.7910/DVN/GL2WN8,2020,the_review,Social Sciences
doi:10.7910/DVN/PUIVRF,2017,isq,Social Sciences
doi:10.7910/DVN/KL0FDF,2016,harvard,Social Sciences
doi:10.7910/DVN/YFQE9W,2019,perspectives,Social Sciences
doi:10.7910/DVN/C15VOD,2018,jop,Social Sciences
doi:10.7910/DVN/Z7DN56,2018,isq,Social Sciences
doi:10.7910/DVN/AMMFVZ,2018,jop,Social Sciences
doi:10.7910/DVN/MVCLDA,2017,isq,Social Sciences
doi:10.7910/DVN/LBO6KC,2020,bb_dataverse,Social Sciences
doi:10.7910/DVN/WHUEZA,2016,harvard,Social Sciences
doi:10.7910/DVN/HHMXU3,2018,the_review,Social Sciences
doi:10.7910/DVN/18QB3V,2019,bioscience,Medicine; Health and Life Sciences
doi:10.7910/DVN/KMUYUK,2017,jkarreth,Social Sciences
doi:10.7910/DVN/VLBOBH,2016,thesis2015,Social Sciences
doi:10.7910/DVN/ZFS7LI,2016,bullock,Social Sciences
doi:10.7910/DVN/1SBQCX,2020,harvard,Social Sciences
doi:10.7910/DVN/6NDYHC,2018,jop,Social Sciences
doi:10.7910/DVN/ZFLG25,2016,ajps,Social Sciences
doi:10.7910/DVN/L716E8,2015,jstaton,Social Sciences
doi:10.7910/DVN/QYS2EZ,2019,harvard,Social Sciences
doi:10.7910/DVN/JNMDCO,2020,xps,Social Sciences
doi:10.7910/DVN/L4LWMP,2016,harvard,Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/UQSZDY,2019,xps,Social Sciences
doi:10.7910/DVN/UZSCUT,2018,tnsilva,Social Sciences
doi:10.7910/DVN/PITOXP,2019,harvard,Social Sciences
doi:10.7910/DVN/PGCVDP,2017,ajps,Social Sciences
doi:10.7910/DVN/G2RADZ,2019,zucco,Social Sciences
doi:10.7910/DVN/UORFM0,2018,jslapin,Social Sciences
doi:10.7910/DVN/NZFAXI,2017,jhomola,Social Sciences
doi:10.7910/DVN/0XYQR3,2019,harvard,Social Sciences
doi:10.7910/DVN/UVC4CI,2018,isq,Social Sciences
doi:10.7910/DVN/ZIYOQ3,2017,jop,Social Sciences
doi:10.7910/DVN/TKTN5J,2017,BJPolS,Social Sciences
doi:10.7910/DVN/WLVZQH,2017,zhukov,Social Sciences
doi:10.7910/DVN/IGDKXP,2015,harvard,Social Sciences
doi:10.7910/DVN/I0VEMG,2017,ajps,Social Sciences
doi:10.7910/DVN/NCUSPZ,2019,jop,Law;Social Sciences
doi:10.7910/DVN/QJEV1J,2018,harvard,Social Sciences
doi:10.7910/DVN/INVDWM,2017,the_review,Social Sciences
doi:10.7910/DVN/EAL0CY,2019,internationalinteractions,Computer and Information Science;Social Sciences
doi:10.7910/DVN/I42PPJ,2016,PSRM,Social Sciences
doi:10.7910/DVN/J7HUX3,2016,pan,Social Sciences
doi:10.7910/DVN/TJ5XMF,2018,PSRM,Social Sciences
doi:10.7910/DVN/XPRQWH,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/Q7U1GP,2016,pierskalla,Social Sciences
doi:10.7910/DVN/B9SCDJ,2018,ajps,Social Sciences
doi:10.7910/DVN/WXEWWU,2018,SpaceBetweenUs,Social Sciences
doi:10.7910/DVN/PZKBUX,2016,pan,Social Sciences
doi:10.7910/DVN/MLTXHB,2020,harvard,Social Sciences
doi:10.7910/DVN/U7MANI,2020,harvard,Social Sciences
doi:10.7910/DVN/FHTQL5,2018,harvard,Social Sciences
doi:10.7910/DVN/TMVVDO,2018,klm,Social Sciences
doi:10.7910/DVN/ELHTWJ,2017,pan,Social Sciences
doi:10.7910/DVN/XQTCHB,2017,BJPolS,Social Sciences
doi:10.7910/DVN/PTKD7K,2017,harvard,Social Sciences
doi:10.7910/DVN/EE7UJZ,2016,colgate,Business and Management
doi:10.7910/DVN/6M4LFJ,2016,FPA,Social Sciences
doi:10.7910/DVN/TLBTYD,2018,isq,Social Sciences
doi:10.7910/DVN/ZKNZRJ,2018,harvard,Social Sciences
doi:10.7910/DVN/DAC9NX,2017,isq,Social Sciences
doi:10.7910/DVN/RT5JTV,2017,harvard,Social Sciences
doi:10.7910/DVN/BANJL7,2017,jop,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/HQKQCQ,2016,jop,Social Sciences
doi:10.7910/DVN/2VFWT2,2016,harvard,Social Sciences
doi:10.7910/DVN/UMSSKG,2019,jop,Social Sciences
doi:10.7910/DVN/LAMWDB,2019,harvard,Social Sciences
doi:10.7910/DVN/QLKRGD,2019,bpsr,Social Sciences
doi:10.7910/DVN/L3NT6P,2020,kpeyton,Social Sciences
doi:10.7910/DVN/3HDSM8,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/MOTRM2,2017,jop,Social Sciences
doi:10.7910/DVN/HQBRHO,2018,FPA,Social Sciences
doi:10.7910/DVN/XZJRA2,2020,harvard,Social Sciences
doi:10.7910/DVN/4U6TQA,2015,harvard,Social Sciences
doi:10.7910/DVN/4YANG7,2020,harvard,Social Sciences
doi:10.7910/DVN/96WYRS,2015,jop,Social Sciences
doi:10.7910/DVN/LNUYXZ,2018,ajps,Social Sciences
doi:10.7910/DVN/9GFJEA,2017,BJPolS,Social Sciences
doi:10.7910/DVN/X9V201,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/X093TV,2018,harvard,Social Sciences
doi:10.7910/DVN/DF4DFH,2017,jop,Social Sciences
doi:10.7910/DVN/9FWNBM,2017,astrezh,Law;Social Sciences
doi:10.7910/DVN/0VIYXT,2019,jlc,Law;Social Sciences
doi:10.7910/DVN/9JLCSY,2019,BJPolS,Social Sciences
doi:10.7910/DVN/VO7WW5,2016,PSRM,Social Sciences
doi:10.7910/DVN/8L1SHV,2020,ajps,Social Sciences
doi:10.7910/DVN/FZHJUM,2018,isq,Social Sciences
doi:10.7910/DVN/XRJ43D,2017,ajps,Social Sciences
doi:10.7910/DVN/OZ7YZ1,2016,pan,Social Sciences
doi:10.7910/DVN/MOTEJH,2016,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/BPSZZS,2018,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/UEFVV5,2016,pierskalla,Social Sciences
doi:10.7910/DVN/CQXHTH,2018,ajps,Social Sciences
doi:10.7910/DVN/RZTWFD,2017,cqs,Social Sciences
doi:10.7910/DVN/K8MWBX,2018,JPublicPolicy,Social Sciences
doi:10.7910/DVN/F08NDH,2019,ssoroka,Social Sciences
doi:10.7910/DVN/OB00VG,2015,jop,Social Sciences
doi:10.7910/DVN/MRIWOI,2019,restat,Social Sciences
doi:10.7910/DVN/D5VRDE,2019,jop,Social Sciences
doi:10.7910/DVN/6WY3LI,2018,mmpereira,Social Sciences
doi:10.7910/DVN/J3DGWA,2018,tylerreny,Social Sciences
doi:10.7910/DVN/YBCZHI,2019,polbehavior,Social Sciences
doi:10.7910/DVN/ZJQZH5,2015,klm,Social Sciences
doi:10.7910/DVN/DZQDQO,2017,isq,Social Sciences
doi:10.7910/DVN/SRPTCV,2017,ajps,Social Sciences
doi:10.7910/DVN/9IKGYY,2018,ajps,Social Sciences
doi:10.7910/DVN/YUI2BC,2019,restat,Social Sciences
doi:10.7910/DVN/UN3KML,2020,the_review,Social Sciences
doi:10.7910/DVN/ZUE1BI,2017,jop,Social Sciences
doi:10.7910/DVN/TVGIJJ,2020,worldfish,Medicine; Health and Life Sciences
doi:10.7910/DVN/L7IT9L,2019,harvard,Social Sciences
doi:10.7910/DVN/RQZ3HJ,2020,harvard,Social Sciences
doi:10.7910/DVN/PQUUEF,2017,monogan,Social Sciences
doi:10.7910/DVN/0MXT0H,2020,ajps,Social Sciences
doi:10.7910/DVN/NNNPOU,2019,the_review,Social Sciences
doi:10.7910/DVN/SEXLPX,2017,jop,Social Sciences
doi:10.7910/DVN/EKNEIH,2017,jop,Social Sciences
doi:10.7910/DVN/II7FGU,2017,chanret,Law;Social Sciences
doi:10.7910/DVN/BHLMVC,2020,hamelbrian,Social Sciences
doi:10.7910/DVN/FRGHVR,2020,polbehavior,Social Sciences
doi:10.7910/DVN/WSJX0X,2016,jop,Social Sciences
doi:10.7910/DVN/YAWIJB,2018,joshualjackson,Social Sciences
doi:10.7910/DVN/FXRIOS,2015,jop,Social Sciences
doi:10.7910/DVN/OE6TS2,2019,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/PEKMYL,2017,economics,Social Sciences
doi:10.7910/DVN/MUJHGR,2016,leeper,Social Sciences
doi:10.7910/DVN/BJX91O,2019,internationalinteractions,Social Sciences
doi:10.7910/DVN/HHWL1K,2017,harvard,Social Sciences
doi:10.7910/DVN/S9G9XS,2017,pan,Social Sciences
doi:10.7910/DVN/Q2MHDM,2018,jop,Social Sciences
doi:10.7910/DVN/TTKJJ9,2019,harvard,Social Sciences
doi:10.7910/DVN/SE2CIX,2019,BARI,Social Sciences
doi:10.7910/DVN/GCBZXY,2016,zsqac,Social Sciences
doi:10.7910/DVN/GY8PXP,2020,sliao,Social Sciences
doi:10.7910/DVN/OJESO0,2020,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/0DE35E,2018,xps,Social Sciences
doi:10.7910/DVN/NDJY0J,2019,harvard,Social Sciences
doi:10.7910/DVN/CAEEG7,2016,jop,Social Sciences
doi:10.7910/DVN/BSIFTF,2019,xps,Social Sciences
doi:10.7910/DVN/CFT901,2016,jop,Social Sciences
doi:10.7910/DVN/LDRTZI,2017,jop,Social Sciences
doi:10.7910/DVN/JGU9X5,2019,PSRM,Social Sciences
doi:10.7910/DVN/98FIZD,2020,IOJ,Social Sciences
doi:10.7910/DVN/EPBPMJ,2020,harvard,Social Sciences
doi:10.7910/DVN/HWLW0J,2019,ajps,Social Sciences
doi:10.7910/DVN/DBSEQC,2016,harvard,Social Sciences
doi:10.7910/DVN/P0AEHQ,2015,stephenpettigrew,Other;Social Sciences
doi:10.7910/DVN/TPW36W,2016,jop,Social Sciences
doi:10.7910/DVN/KFIKH8,2016,DJHOPKINS,Social Sciences
doi:10.7910/DVN/RZHL3X,2017,seconlab,Computer and Information Science
doi:10.7910/DVN/XBFBBJ,2019,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/QOEBOC,2018,harvard,Social Sciences
doi:10.7910/DVN/V2HIVR,2015,jop,Social Sciences
doi:10.7910/DVN/PUIJIU,2019,the_review,Social Sciences
doi:10.7910/DVN/FAU3VR,2017,miwahirofumi,Social Sciences
doi:10.7910/DVN/YZRJWD,2019,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/JTO5PG,2019,MPOdatabase,Other
doi:10.7910/DVN/25641,2017,tomlouwerse,Social Sciences
doi:10.7910/DVN/W9DGRR,2019,pan,Social Sciences
doi:10.7910/DVN/VTF26G,2020,harvard,Social Sciences
doi:10.7910/DVN/XTIHGR,2018,jop,Social Sciences
doi:10.7910/DVN/CC2AU2,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/1WDVZB,2018,perspectives,Social Sciences
doi:10.7910/DVN/WG8VCK,2019,jop,Social Sciences
doi:10.7910/DVN/1Q2Z92,2018,PSRM,Social Sciences
doi:10.7910/DVN/BRJAPZ,2019,pdsl,Social Sciences
doi:10.7910/DVN/0DLNBL,2018,jop,Social Sciences
doi:10.7910/DVN/GAASQW,2018,harvard,Social Sciences
doi:10.7910/DVN/KKS1R0,2016,jop,Social Sciences
doi:10.7910/DVN/SBOMZD,2018,ajps,Social Sciences
doi:10.7910/DVN/YPBBA1,2017,harvard,Medicine; Health and Life Sciences
doi:10.7910/DVN/PL6RHK,2019,harvard,Social Sciences
doi:10.7910/DVN/TIIHB8,2019,PSRM,Social Sciences
doi:10.7910/DVN/AOTVAU,2018,the_review,Social Sciences
doi:10.7910/DVN/QPRZD4,2020,xps,Social Sciences
doi:10.7910/DVN/L2JYUS,2020,jhomola,Social Sciences
doi:10.7910/DVN/KJ6X76,2018,jop,Social Sciences
doi:10.7910/DVN/V7TQOZ,2019,BJPolS,Social Sciences
doi:10.7910/DVN/2XSNPC,2017,BJPolS,Social Sciences
doi:10.7910/DVN/C1GTRV,2018,world-politics,Social Sciences
doi:10.7910/DVN/4WNGEJ,2018,alexandercoppock,Social Sciences
doi:10.7910/DVN/BH6SVA,2019,impact_eval,Medicine; Health and Life Sciences
doi:10.7910/DVN/UUPZ6Z,2019,restat,Social Sciences
doi:10.7910/DVN/PLVYXH,2018,monogan,Social Sciences
doi:10.7910/DVN/29080,2015,ajps,Social Sciences
doi:10.7910/DVN/KG3XNC,2019,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/ZIWLCJ,2016,BJPolS,Social Sciences
doi:10.7910/DVN/XG6QQX,2019,jop,Social Sciences
doi:10.7910/DVN/Y3VPIG,2016,nilsw,Computer and Information Science;Social Sciences
doi:10.7910/DVN/QRWFKX,2016,harvard,Social Sciences
doi:10.7910/DVN/BB6IFG,2020,BJPolS,Social Sciences
doi:10.7910/DVN/8QLBSA,2015,harvard,Social Sciences
doi:10.7910/DVN/0XDYNK,2019,govdept,Social Sciences
doi:10.7910/DVN/LGDIZD,2016,jop,Social Sciences
doi:10.7910/DVN/MNQ1IU,2017,BJPolS,Social Sciences
doi:10.7910/DVN/6RMWBD,2016,southkoreamediaslant,Social Sciences
doi:10.7910/DVN/5KL1NQ,2019,transmissionlinebiodiversity,Earth and Environmental Sciences
doi:10.7910/DVN/DF9UXB,2019,PSRM,Social Sciences
doi:10.7910/DVN/434DSB,2020,harvard,Social Sciences
doi:10.7910/DVN/NWFACJ,2010,nilsw,Social Sciences
doi:10.7910/DVN/FYQWMS,2020,harvard,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/UBQYXT,2019,polbehavior,Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/RTJ38N,2016,jop,Social Sciences
doi:10.7910/DVN/4TEDMI,2019,stevenmvanhauwaert,Social Sciences
doi:10.7910/DVN/LKFOMW,2019,researchandpolitics,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/IDJAWT,2020,harvard,Social Sciences
doi:10.7910/DVN/JV2PQS,2015,smazumder,Social Sciences
doi:10.7910/DVN/SQ5WBN,2015,smazumder,Social Sciences
doi:10.7910/DVN/NSTBR7,2020,monogan,Social Sciences
doi:10.7910/DVN/PQ7NZD,2019,mpvink,Arts and Humanities;Social Sciences
doi:10.7910/DVN/X5FLRX,2017,researchandpolitics,Social Sciences
doi:10.7910/DVN/BTKZEQ,2015,jkarreth,Social Sciences
doi:10.7910/DVN/PT2IB9,2015,mpvink,Arts and Humanities;Law;Social Sciences
doi:10.7910/DVN/I57L3O,2019,martinhuber,Social Sciences
doi:10.7910/DVN/PLEZWE,2016,harvard,Social Sciences
doi:10.7910/DVN/BPQ4F4,2019,govdept,Social Sciences
doi:10.7910/DVN/B1HHGV,2019,the_review,Social Sciences
doi:10.7910/DVN/IEX6BE,2017,BJPolS,Social Sciences
doi:10.7910/DVN/24122,2018,Schoonvelde,Social Sciences
doi:10.7910/DVN/VX6QVB,2019,harvard,Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/JIYDQT,2018,restat,Social Sciences
doi:10.7910/DVN/HYOWFW,2017,Rodrigues-Silveira,Social Sciences
doi:10.7910/DVN/Q0OHLV,2019,harvard,Social Sciences
doi:10.7910/DVN/XNMFRU,2018,harvard,Social Sciences
doi:10.7910/DVN/JWTBUG,2020,harvard,Social Sciences
doi:10.7910/DVN/OSSY4B,2020,BJPolS,Social Sciences
doi:10.7910/DVN/AJ7Q9B,2020,harvard,Social Sciences
doi:10.7910/DVN/22O4DB,2017,researchandpolitics,Social Sciences
doi:10.7910/DVN/GDZTK8,2018,jop,Social Sciences
doi:10.7910/DVN/AYYRE5,2018,harvard,Social Sciences
doi:10.7910/DVN/15YF0R,2018,mbuntaine,Social Sciences
doi:10.7910/DVN/NS5W59,2016,monogan,Social Sciences
doi:10.7910/DVN/HJSQNL,2019,jop,Social Sciences
doi:10.7910/DVN/LLHLEW,2020,kpeyton,Social Sciences
doi:10.7910/DVN/CSNTTG,2017,jop,Social Sciences
doi:10.7910/DVN/27864,2016,PSRM,Social Sciences
doi:10.7910/DVN/ZKGJAV,2019,govdept,Social Sciences
doi:10.7910/DVN/VNXEM6,2019,mattblackwell,Social Sciences
doi:10.7910/DVN/QJ4MK0,2019,perspectives,Social Sciences
doi:10.7910/DVN/ERMN4H,2020,harvard,Social Sciences
doi:10.7910/DVN/KG1DEC,2017,samharper,Law;Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/8JW4Q7,2018,jop,Social Sciences
doi:10.7910/DVN/ZUH3UG,2019,ajps,Social Sciences
doi:10.7910/DVN/MZIKCS,2018,jop,Social Sciences
doi:10.7910/DVN/3BSCKY,2017,PSRM,Social Sciences
doi:10.7910/DVN/TAXCB3,2015,harvard,Social Sciences
doi:10.7910/DVN/8SR1GY,2017,the_review,Social Sciences
doi:10.7910/DVN/LTGH26,2019,JJPS,Social Sciences
doi:10.7910/DVN/S9VBBL,2019,isq,Social Sciences
doi:10.7910/DVN/UJE5AS,2015,researchandpolitics,Social Sciences
doi:10.7910/DVN/DO43V5,2018,the_review,Social Sciences
doi:10.7910/DVN/FZI6NO,2016,ajps,Social Sciences
doi:10.7910/DVN/NUGAJB,2019,govdept,Social Sciences
doi:10.7910/DVN/84NYFE,2020,JAERE,Social Sciences
doi:10.7910/DVN/HER2YX,2018,tylerreny,Social Sciences
doi:10.7910/DVN/2HCGWN,2018,PSRM,Social Sciences
doi:10.7910/DVN/S3K4RH,2019,IOJ,Social Sciences
doi:10.7910/DVN/QE6ERU,2019,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/NPQF5G,2017,harvard,Law;Mathematical Sciences;Social Sciences
doi:10.7910/DVN/GYIS2O,2019,govdept,Law;Social Sciences
doi:10.7910/DVN/ELZZ8V,2019,sfm,Social Sciences
doi:10.7910/DVN/8EHQWP,2019,IOJ,Social Sciences
doi:10.7910/DVN/WN3EDC,2015,jhkirkland,Social Sciences
doi:10.7910/DVN/P3HJGS,2018,harvard,Social Sciences
doi:10.7910/DVN/8XPBSA,2016,jop,Social Sciences
doi:10.7910/DVN/7MN7OD,2020,harvard,Social Sciences
doi:10.7910/DVN/DI5O9H,2020,harvard,Social Sciences
doi:10.7910/DVN/BGPIWF,2018,PSRM,Social Sciences
doi:10.7910/DVN/0E9KON,2016,jop,Social Sciences
doi:10.7910/DVN/Q5PV4U,2020,ajps,Social Sciences
doi:10.7910/DVN/DE0OVP,2018,polbehavior,Social Sciences
doi:10.7910/DVN/SYYMJ0,2019,ajps,Social Sciences
doi:10.7910/DVN/3YK0HL,2018,isq,Social Sciences
