,doi,file,r32,r36,r40,result,success
4979,doi:10.7910/DVN/ADFBT7,CARproper.R,success,success,,success,1.0
4980,doi:10.7910/DVN/ADFBT7,Convergence_Tests.R,"Error in eval(expr, envir, enclos) : could not find function 'read.coda'","Error in file(file, 'rt') : cannot open the connection",,,
4981,doi:10.7910/DVN/ADFBT7,appendixEWMideolConvergence_ForestPlot.R,"Error in file(file, 'rt') : cannot open the connection","Error in read.coda(output.file = 'ewmlinearchain1.txt', index.file = 'ewmlinearindex.txt',  :   could not find function 'read.coda'","Error in read.coda(output.file = 'ewmlinearchain1.txt', index.file = 'ewmlinearindex.txt',  :   could not find function 'read.coda'","Error in read.coda(output.file = 'ewmlinearchain1.txt', index.file = 'ewmlinearindex.txt',  :   could not find function 'read.coda'",0.0
4982,doi:10.7910/DVN/ADFBT7,ewmProper.R,"Error in CAR.Proper(X = cbind(ewm$ideol), y = ewm$aveelite, W = ewm.W,  :   could not find function 'MCMCmetrop1R'",,,,
4983,doi:10.7910/DVN/ADFBT7,forestWithTree.R,success,,,success,1.0
4984,doi:10.7910/DVN/ADFBT7,logitTest.R,"Error in eval(expr, envir, enclos) : object 'ncCR85.nb' not found",,,,
4985,doi:10.7910/DVN/ADFBT7,logitTestCorrel.R,"Error in eval(expr, envir, enclos) : object 'ncCR85.nb' not found",,,,
4986,doi:10.7910/DVN/ADFBT7,psiTest.R,"Error in eval(expr, envir, enclos) : object 'ncCR85_nb' not found",,,,
4987,doi:10.7910/DVN/ADFBT7,psiTestCorrel.R,"Error in eval(expr, envir, enclos) : object 'ncCR85_nb' not found",,,,
4988,doi:10.7910/DVN/RMHOHL,bar chart.R,success,"Error in theme(legend.position = 'bottom', panel.grid.major.y = element_line(colour = 'grey'),  :   formal argument 'panel.grid.major.y' matched by multiple actual arguments","Error in theme(legend.position = 'bottom', panel.grid.major.y = element_line(colour = 'grey'),  :   formal argument 'panel.grid.major.y' matched by multiple actual arguments",success,1.0
4989,doi:10.7910/DVN/RMHOHL,map.R,"Error in eval(expr, envir, enclos) :   could not find function 'joinCountryData2Map'","Error in joinCountryData2Map(map, joinCode = 'NAME', nameJoinColumn = 'country') :   could not find function 'joinCountryData2Map'","Error in joinCountryData2Map(map, joinCode = 'NAME', nameJoinColumn = 'country') :   could not find function 'joinCountryData2Map'","Error in joinCountryData2Map(map, joinCode = 'NAME', nameJoinColumn = 'country') :   could not find function 'joinCountryData2Map'",0.0
4990,doi:10.7910/DVN/FZHJUM,R-Code for PCSE.R,success,success,success,success,1.0
4991,doi:10.7910/DVN/9F0SMU,economicvoting.R,"Error in eval(expr, envir, enclos) :   could not find function 'pdata.frame'",Error in loadNamespace(name) : there is no package called 'car',Error in loadNamespace(name) : there is no package called 'car',Error in loadNamespace(name) : there is no package called 'car',0.0
4992,doi:10.7910/DVN/9F0SMU,get-neoliberalism.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
4993,doi:10.7910/DVN/9F0SMU,lscedefinition.R,success,success,success,success,1.0
4994,doi:10.7910/DVN/27564,4by10CrossValidation.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
4995,doi:10.7910/DVN/27564,DirichletProcessPriorsReplicationMaterials.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
4996,doi:10.7910/DVN/27564,JeffsGlmdmCode.R,success,success,success,success,1.0
4997,doi:10.7910/DVN/11ZIRS,SFE_CMPS_ReplicationScript.R,"Error in dev.print(png, 'Figure1.png', width = 600, height = 483) :   no device to print from","Error in dev.print(png, 'Figure1.png', width = 600, height = 483) :   no device to print from","Error in dev.print(png, 'Figure1.png', width = 600, height = 483) :   no device to print from","Error in dev.print(png, 'Figure1.png', width = 600, height = 483) :   no device to print from",0.0
4998,doi:10.7910/DVN/UMG39H,EM_contagion.R,success,success,success,success,1.0
4999,doi:10.7910/DVN/9IKGYY,narcissism_analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'stargazer'",Error in makeRestartList(...) : reached elapsed time limit,,,
5000,doi:10.7910/DVN/YINHYL,DataverseVersion_RScript.R,"Error in eval(expr, envir, enclos) : could not find function 'linesTile'","Error in linesTile(x = d$Year, y = d$Terrorism, col = col[2], plot = 1) :   could not find function 'linesTile'","Error in linesTile(x = d$Year, y = d$Terrorism, col = col[2], plot = 1) :   could not find function 'linesTile'","Error in linesTile(x = d$Year, y = d$Terrorism, col = col[2], plot = 1) :   could not find function 'linesTile'",0.0
5001,doi:10.7910/DVN/4FEJZ3,aux-fig-1-table-1-table-2-empirical-validation.R,"Error in eval(expr, envir, enclos) : could not find function 'ictreg'",,,,
5002,doi:10.7910/DVN/4FEJZ3,aux-fig-2-fig-8-individual.R,"Error in eval(expr, envir, enclos) : could not find function 'ictreg'",,,,
5003,doi:10.7910/DVN/4FEJZ3,aux-fig-3-fig-5-simulations.R,"Error in file(file, 'rt') : cannot open the connection",,,,
5004,doi:10.7910/DVN/4FEJZ3,aux-fig-4-simulations.R,"Error in file(file, 'rt') : cannot open the connection",,,,
5005,doi:10.7910/DVN/4FEJZ3,aux-fig-6-misspecification.R,Error in defaultCluster(cl) : object 'cl' not found,,,,
5006,doi:10.7910/DVN/4FEJZ3,aux-table-3-direct-comparison.R,Error in defaultCluster(cl) : object 'cl' not found,,,,
5007,doi:10.7910/DVN/4FEJZ3,aux-table-4-fig-7-covariate.R,"Error in eval(expr, envir, enclos) : could not find function 'ictreg'",,,,
5008,doi:10.7910/DVN/4FEJZ3,replication-functions.R,success,,,success,1.0
5009,doi:10.7910/DVN/VLBOBH,Thesis_R.R,"Error in eval(expr, envir, enclos) : could not find function 'read.xlsx'","Error in read.xlsx('Thesis Data WB.xlsx', sheetName = 'Work Data', header = T,  :   could not find function 'read.xlsx'","Error in read.xlsx('Thesis Data WB.xlsx', sheetName = 'Work Data', header = T,  :   could not find function 'read.xlsx'","Error in read.xlsx('Thesis Data WB.xlsx', sheetName = 'Work Data', header = T,  :   could not find function 'read.xlsx'",0.0
5010,doi:10.7910/DVN/UAUEWV,Full replication file.R,"Error in eval(expr, envir, enclos) :   could not find function 'extractdata'","Error in extractdata(form1, fates1, na.rm = T) :   could not find function 'extractdata'","Error in extractdata(form1, fates1, na.rm = T) :   could not find function 'extractdata'","Error in extractdata(form1, fates1, na.rm = T) :   could not find function 'extractdata'",0.0
5011,doi:10.7910/DVN/T9WESH,arrested_models.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5012,doi:10.7910/DVN/T9WESH,contraband_models.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5013,doi:10.7910/DVN/T9WESH,cross_val5.R,success,,,success,1.0
5014,doi:10.7910/DVN/T9WESH,full.models.R,success,,,success,1.0
5015,doi:10.7910/DVN/T9WESH,full_batch_hom.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5016,doi:10.7910/DVN/T9WESH,full_batch_white_sus.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5017,doi:10.7910/DVN/T9WESH,full_models_all_data_batch.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5018,doi:10.7910/DVN/T9WESH,full_uniform.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5019,doi:10.7910/DVN/T9WESH,full_white_bg_batch.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
5020,doi:10.7910/DVN/T9WESH,hyp_cutoff_batch.R,"Error in eval(expr, envir, enclos) : object 'day.lengths' not found",,,,
5021,doi:10.7910/DVN/T9WESH,hyp_cutoff_batch2.R,"Error in eval(expr, envir, enclos) : object 'days' not found",,,,
5022,doi:10.7910/DVN/T9WESH,larger.se.R,success,,,success,1.0
5023,doi:10.7910/DVN/6CMBEI,Figures.R,Error in read.dta('<<insert file location>>/dataset.dta') :   unable to open file: 'No such file or directory',Error in makeRestartList(...) : reached elapsed time limit,,,
5024,doi:10.7910/DVN/6CMBEI,Tables.R,Error in read.dta('<<insert file location>>/dataset.dta') :   unable to open file: 'No such file or directory',Error in makeRestartList(...) : reached elapsed time limit,,,
5025,doi:10.7910/DVN/FZCXVN,finalreplicationfile_(XPS-D-15-00053R1).R,"Error in read.dta('C:/Users/pkb16122/Dropbox/w3_uk.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'","Error in read.dta('C:/Users/pkb16122/Dropbox/w3_uk.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'","Error in read.dta('C:/Users/pkb16122/Dropbox/w3_uk.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'","Error in read.dta('C:/Users/pkb16122/Dropbox/w3_uk.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'",0.0
5026,doi:10.7910/DVN/UJE5AS,MTurkRepublicans.R,Error in read.dta('C:/Users/Ryan/Downloads/anes_timeseries_2012_stata12.dta') :   unable to open file: 'No such file or directory',Error in makeRestartList(...) : reached elapsed time limit,,,
5027,doi:10.7910/DVN/UJE5AS,stacking MTurk and ANES.R,Error in table(mydata$mode) : object 'mydata' not found,Error in table(mydata$mode) : object 'mydata' not found,,,
5028,doi:10.7910/DVN/BPON3K,fig_3_effect_of_winning_on_federal_congress.R,,success,success,success,1.0
5029,doi:10.7910/DVN/BPON3K,fig_5_tab_7_rd_robust_estimations.R,,"Error in rdrobust(y = tres$change, x = tres$margin, all = T) :   could not find function 'rdrobust'","Error in rdrobust(y = tres$change, x = tres$margin, all = T) :   could not find function 'rdrobust'",,
5030,doi:10.7910/DVN/BPON3K,fig_6_nominations.R,,success,success,success,1.0
5031,doi:10.7910/DVN/BPON3K,fig_7_party_switching_by_party_VEREADORES.R,,success,success,success,1.0
5032,doi:10.7910/DVN/BPON3K,fig_8_losing_council.R,,success,success,success,1.0
5033,doi:10.7910/DVN/BPON3K,fig_9_effect_of_winning_on_state_congress.R,,success,success,success,1.0
5034,doi:10.7910/DVN/BPON3K,tab_10_LATE_re_nominations.R,,success,success,success,1.0
5035,doi:10.7910/DVN/BPON3K,tab_11_LATE_nominations_diff_party.R,,success,success,success,1.0
5036,doi:10.7910/DVN/BPON3K,tab_12_LATE_de.R,,success,success,success,1.0
5037,doi:10.7910/DVN/BPON3K,tab_13_LATE_gov.R,,success,success,success,1.0
5038,doi:10.7910/DVN/BPON3K,tab_14_LATE_placebo.R,,success,success,success,1.0
5039,doi:10.7910/DVN/BPON3K,tab_15_incumbency_party_switching.R,,"Error in texreg(list(lm_2000, lm_2004, lm_2008), dcolumn = TRUE, booktabs = TRUE,  :   could not find function 'texreg'","Error in texreg(list(lm_2000, lm_2004, lm_2008), dcolumn = TRUE, booktabs = TRUE,  :   could not find function 'texreg'",,
5040,doi:10.7910/DVN/BPON3K,tab_1_summary_stats.R,,"Error in tableContinuous(vars = vars, stats = c('mean', 's', 'median',  :   could not find function 'tableContinuous'","Error in tableContinuous(vars = vars, stats = c('mean', 's', 'median',  :   could not find function 'tableContinuous'",,
5041,doi:10.7910/DVN/BPON3K,tab_2_balance_test_before_court_decision.R,,Error in makeRestartList(...) : reached elapsed time limit,"Error in paste0(''', string, ''') : reached elapsed time limit",,
5042,doi:10.7910/DVN/BPON3K,tab_3_balance_test_after_court_decision.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5043,doi:10.7910/DVN/BPON3K,tab_4_LATE_change.R,,success,,success,1.0
5044,doi:10.7910/DVN/BPON3K,tab_5_LATE_change_attrition.R,,success,,success,1.0
5045,doi:10.7910/DVN/BPON3K,tab_6_LATE_df.R,,success,,success,1.0
5046,doi:10.7910/DVN/BPON3K,tab_8_campaign_donations.R,,Error : non-numeric argument to mathematical function,,,
5047,doi:10.7910/DVN/BPON3K,tab_9_LATE_nominations_overall.R,,success,,success,1.0
5048,doi:10.7910/DVN/ZWAGXZ,Study 2 Plots REPLICATION.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5049,doi:10.7910/DVN/ZWAGXZ,Study 3 Plots REPLICATION.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5050,doi:10.7910/DVN/JXXNDO,Bus_Reg_conv.R,,"Error: unexpected symbol in \        and wide\""""","Error: unexpected symbol in \        and wide\""""",,
5051,doi:10.7910/DVN/JXXNDO,WGI_conv.R,,"Error in win.metafile(filename = 'WGI_sigma_conv.wmf', width = 6.3, height = 9,  :   could not find function 'win.metafile'","Error in win.metafile(filename = 'WGI_sigma_conv.wmf', width = 6.3, height = 9,  :   could not find function 'win.metafile'",,
5052,doi:10.7910/DVN/FXKA3J,Tweet.R,,"Error in setup_twitter_oauth(api_key, api_secret, access_token, access_token_secret) :    could not find function \setup_twitter_oauth\""""","Error in setup_twitter_oauth(api_key, api_secret, access_token, access_token_secret) :    could not find function \setup_twitter_oauth\""""",,
5053,doi:10.7910/DVN/O3ETO9,jose-galdino-script-tf-ad-ufpe-2018.R,,Error : '~/Acadmico/UFPE/Doutorado/Semestres/2018.2/Analse de Dados - Davi Moreira/Bibliografia/Smooth-Sailing/NMC_5_0.csv' does not exist.,Error : '~/Acadmico/UFPE/Doutorado/Semestres/2018.2/Analse de Dados - Davi Moreira/Bibliografia/Smooth-Sailing/NMC_5_0.csv' does not exist.,,
5054,doi:10.7910/DVN/TKTN5J,0_Run It All.R,,"Error in terms(object, data = data) :   argument 'object' is missing, with no default","Error in terms(object, data = data) :   argument 'object' is missing, with no default",,
5055,doi:10.7910/DVN/TKTN5J,1_Prep the data.R,,success,success,success,1.0
5056,doi:10.7910/DVN/TKTN5J,2_Run eBal.R,,"Error in terms(object, data = data) :   argument 'object' is missing, with no default","Error in terms(object, data = data) :   argument 'object' is missing, with no default",,
5057,doi:10.7910/DVN/TKTN5J,3_NonExp Regressions.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5058,doi:10.7910/DVN/TKTN5J,4_Exp Regressions.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5059,doi:10.7910/DVN/TKTN5J,5_Make coefficient graph.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5060,doi:10.7910/DVN/TKTN5J,6_Make effects graphs.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5061,doi:10.7910/DVN/TKTN5J,7_LR dependence.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5062,doi:10.7910/DVN/TKTN5J,AP - Multigrid.R,,success,success,success,1.0
5063,doi:10.7910/DVN/TKTN5J,x_Auxiliary Functions.R,,success,success,success,1.0
5064,doi:10.7910/DVN/IJKAUR,water_energy_replication_code.R,,Error in loadNamespace(name) : there is no package called ‘pacman’ Calls: :: ... loadNamespace -> withRestarts -> withOneRestart -> doWithOneRestart,Error in loadNamespace(name) : there is no package called ‘pacman’ Calls: :: ... loadNamespace -> withRestarts -> withOneRestart -> doWithOneRestart,,
5065,doi:10.7910/DVN/A3NO2G,danish.speech.analysis.R,,"Error in corpus_subset(corpus, country == 'DK') :   could not find function 'corpus_subset'","Error in corpus_subset(corpus, country == 'DK') :   could not find function 'corpus_subset'",,
5066,doi:10.7910/DVN/A3NO2G,dutch.speech.analysis.R,,"Error in corpus_subset(corpus, country == 'NL') :   could not find function 'corpus_subset'","Error in corpus_subset(corpus, country == 'NL') :   could not find function 'corpus_subset'",,
5067,doi:10.7910/DVN/A3NO2G,produce.sentiment.plots.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
5068,doi:10.7910/DVN/A3NO2G,produce_dataset.R,,"Error in readtext('Danish Speeches/*.pdf', docvarsfrom = 'filenames',  :   could not find function 'readtext'",,,
5069,doi:10.7910/DVN/XRR0HM,lda_analysis.R,,"Error in factorial_preprocessing(documents, parallel = TRUE, cores = 20) :   could not find function 'factorial_preprocessing'","Error in factorial_preprocessing(documents, parallel = TRUE, cores = 20) :   could not find function 'factorial_preprocessing'",,
5070,doi:10.7910/DVN/XRR0HM,preprocess_data_and_generate_pretext_results.R,,Error in factorial_preprocessing(documents) :   could not find function 'factorial_preprocessing',Error in factorial_preprocessing(documents) :   could not find function 'factorial_preprocessing',,
5071,doi:10.7910/DVN/XRR0HM,wordfish_analysis.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5072,doi:10.7910/DVN/XRR0HM,wordfish_model_averaging.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5073,doi:10.7910/DVN/XRR0HM,wordfish_rank_plot_apriori_ordering.R,,success,success,success,1.0
5074,doi:10.7910/DVN/FTYHPJ,PartisanSymMeasures.analysis.R,,Error in font_install('fontcm') : could not find function 'font_install',Error in font_install('fontcm') : could not find function 'font_install',,
5075,doi:10.7910/DVN/FTYHPJ,PartisanSymMeasures.functions.R,,success,success,success,1.0
5076,doi:10.7910/DVN/GOWG6K,NelsonWitko_JBPA_Replication.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5077,doi:10.7910/DVN/J9IJGM,study1and2reweighting.R,,Error in read.dta13('anes_timeseries_2016.dta') :   could not find function 'read.dta13',Error in read.dta13('anes_timeseries_2016.dta') :   could not find function 'read.dta13',,
5078,doi:10.7910/DVN/J9IJGM,study2-analysis.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5079,doi:10.7910/DVN/8W0PXP,randomgraphs20180216v3.R,,"Error in graph.adjacency(w1) : could not find function \graph.adjacency\"" Calls: plot""","Error in graph.adjacency(w1) : could not find function \graph.adjacency\"" Calls: plot""",,
5080,doi:10.7910/DVN/YDCL7Z,cwhr_ii.r,,"Error in postscript(\e:/tex/a/cwhrf1rn.eps\"") :    cannot open file 'e:/tex/a/cwhrf1rn.eps'""","Error in postscript(\e:/tex/a/cwhrf1rn.eps\"") :    cannot open file 'e:/tex/a/cwhrf1rn.eps'""",,
5081,doi:10.7910/DVN/GBRVWY,Syntax_Role_of_Governance.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5082,doi:10.7910/DVN/4U6TQA,italycorrection.R,,"Error in eval(ei, envir) : object 'cses2' not found","Error in eval(ei, envir) : object 'cses2' not found",,
5083,doi:10.7910/DVN/4U6TQA,no ties.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5084,doi:10.7910/DVN/4U6TQA,parliamentary.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5085,doi:10.7910/DVN/RVV3YW,PSRM_Main_Code.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5086,doi:10.7910/DVN/RVV3YW,Preprocessing_and_Summary.R,,success,,success,1.0
5087,doi:10.7910/DVN/RVV3YW,neuro-formal-plot.R,,success,,success,1.0
5088,doi:10.7910/DVN/GXX1TS,analysis.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5089,doi:10.7910/DVN/DCYDHS,spatial_lag_replication.R,,"Error in readOGR(dsn = '.', layer = 'DZA_adm1') :   could not find function 'readOGR'","Error in readOGR(dsn = '.', layer = 'DZA_adm1') :   could not find function 'readOGR'",,
5090,doi:10.7910/DVN/2RORMS,explore_spillovers_public.R,,"Error in makeCluster(4) : could not find function \makeCluster\""""","Error in makeCluster(4) : could not find function \makeCluster\""""",,
5091,doi:10.7910/DVN/RTB1IG,BoomRCode.R,,"Error in read.dta(\dyad_analysis_20100309_Revised.dta\""","Error in read.dta(\dyad_analysis_20100309_Revised.dta\""",,
5092,doi:10.7910/DVN/FSNEZY,smith-2019-boot-ames.R,,Error : 'data/smith_2019_secret_but_constrained_dta.csv' does not exist in current working directory ('/usr/workdir').,Error : 'data/smith_2019_secret_but_constrained_dta.csv' does not exist in current working directory ('/usr/workdir').,,
5093,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-appendix-a.R,,Error : 'data/smith_2019_secret_but_constrained_dta.csv' does not exist in current working directory ('/usr/workdir').,Error : 'data/smith_2019_secret_but_constrained_dta.csv' does not exist in current working directory ('/usr/workdir').,,
5094,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-appendix-b.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5095,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-script.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5096,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-tidy-output-functions.R,,success,,success,1.0
5097,doi:10.7910/DVN/FSNEZY,smith-2019-final-texreg-tables.R,,Error in nested_df$tidy_models[[index_id]] : subscript out of bounds,,,
5098,doi:10.7910/DVN/FSNEZY,smith-2019-final-visualizations.R,,Error : 'data/smith_2019_secret_but_constrained_dta.csv' does not exist in current working directory ('/usr/workdir').,,,
5099,doi:10.7910/DVN/CECD9V,figure1.R,,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,,
5100,doi:10.7910/DVN/CECD9V,figure2.R,,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,,
5101,doi:10.7910/DVN/CECD9V,figure4.R,,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,Error : '../data/data_final.dta' does not exist in current working directory ('/usr/workdir').,,
5102,doi:10.7910/DVN/EPBPMJ,unknown,,time limit exceeded,time limit exceeded,,
5103,doi:10.7910/DVN/HCJ6OM,unknown,,time limit exceeded,time limit exceeded,,
5104,doi:10.7910/DVN/DF9UXB,20191126_Disproportionality Replication Code.R,,time limit exceeded,Error : 'ZA5864_v1-0-0_Stata14.dta' does not exist in current working directory ('/usr/workdir').,,
5105,doi:10.7910/DVN/DF9UXB,Data Processing and helper functions.R,,success,Error : 'ZA5864_v1-0-0_Stata14.dta' does not exist in current working directory ('/usr/workdir').,success,1.0
5106,doi:10.7910/DVN/2CS1VF,main.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5107,doi:10.7910/DVN/4QRUPR,unknown,,time limit exceeded,time limit exceeded,,
5108,doi:10.7910/DVN/EMK9FB,unknown,,time limit exceeded,time limit exceeded,,
5109,doi:10.7910/DVN/SIPXCZ,coverage.R,,Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey',"Error in readLines(fl, 1, warn = FALSE) : cannot open the connection",,
5110,doi:10.7910/DVN/SIPXCZ,dictionary.R,,Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey',"Error in readLines(fl, 1, warn = FALSE) : cannot open the connection",,
5111,doi:10.7910/DVN/SIPXCZ,draft_compare.R,,Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey',"Error in readLines(fl, 1, warn = FALSE) : cannot open the connection",,
5112,doi:10.7910/DVN/SIPXCZ,wordcloud.R,,Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey',"Error in readLines(fl, 1, warn = FALSE) : cannot open the connection",,
5113,doi:10.7910/DVN/4KFU8S,unknown,,time limit exceeded,time limit exceeded,,
5114,doi:10.7910/DVN/BGPIWF,01_models_plots_tables.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5115,doi:10.7910/DVN/BGPIWF,02_models_plots_tables_nlme.R,,Error in makeRestartList(...) : reached elapsed time limit,,,
5116,doi:10.7910/DVN/BGPIWF,helper.R,,success,,success,1.0
5117,doi:10.7910/DVN/CSX1VL,01_main_analysis.R,,"Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'","Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'",,
5118,doi:10.7910/DVN/CSX1VL,02_appendix.R,,"Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'","Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'",,
5119,doi:10.7910/DVN/CSX1VL,function_plot_gsynth.R,,success,success,success,1.0
5120,doi:10.7910/DVN/OUAYYH,unknown,,time limit exceeded,time limit exceeded,,
5121,doi:10.7910/DVN/26905,powerPlantsManipulation.R,,"Error in spTransform(wind.0, CRS('+proj=aea +lat_1=29.5 +lat_2=45.5 +lat_0=37.5 +lon_0=-96 +x_0=0 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs')) :   package rgdal is required for spTransform methods",,,
5122,doi:10.7910/DVN/26905,powerPlantsModel.R,,success,,success,1.0
5123,doi:10.7910/DVN/QEMNP1,1-compute-policy-variables.R,,"Error in map2SpatialPolygons(usa.state, IDs = state.ID) :   could not find function 'map2SpatialPolygons'",,,
5124,doi:10.7910/DVN/QEMNP1,2-merge-covariates.R,,"Error in file(file, 'rt') : cannot open the connection",,,
5125,doi:10.7910/DVN/QEMNP1,3-prepare-corpus.R,,"Error in `[.data.frame`(dataset, , 1) : undefined columns selected",,,
5126,doi:10.7910/DVN/QEMNP1,4-estimate-topic-models.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
5127,doi:10.7910/DVN/QEMNP1,5-output-topic-models.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
5128,doi:10.7910/DVN/QEMNP1,6-figures.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
5129,doi:10.7910/DVN/QEMNP1,7-tables.R,,Error in UseMethod('recode') :   no applicable method for 'recode' applied to an object of class 'logical',,,
5130,doi:10.7910/DVN/K7IKES,main_script_for_analyses.R,,Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,,
5131,doi:10.7910/DVN/K7IKES,unknown,,time limit exceeded,time limit exceeded,,
5132,doi:10.7910/DVN/FQEMZU,civilsociety_figures.R,,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,
5133,doi:10.7910/DVN/FQEMZU,civilsociety_preparation.R,,Error in loadNamespace(name) : there is no package called 'devtools',Error in loadNamespace(name) : there is no package called 'devtools',,
5134,doi:10.7910/DVN/ZJQZH5,unknown,,time limit exceeded,time limit exceeded,,
5135,doi:10.7910/DVN/XKMNAO,functions.R,,success,success,success,1.0
5136,doi:10.7910/DVN/BE99YA,friendlyfire_replication.R,,"Error in order(year, subj, obj) : object 'year' not found","Error in order(year, subj, obj) : object 'year' not found",,
