,doi,success,publicationDate,publisher,subject,type,name
1474,doi:10.7910/DVN/SVSLO2,0.0,2020,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1475,doi:10.7910/DVN/SVY5VF,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1476,doi:10.7910/DVN/SWC7UH,0.0,2018,dinopc,Social Sciences,UNCATEGORIZED,Dino Christenson's Dataverse
1477,doi:10.7910/DVN/SWFNQE,,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1478,doi:10.7910/DVN/SWORPS,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1479,doi:10.7910/DVN/SWTEAN,1.0,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1480,doi:10.7910/DVN/SWUYZR,0.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1481,doi:10.7910/DVN/SWV9GJ,1.0,2017,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1482,doi:10.7910/DVN/SYCAOH,,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1483,doi:10.7910/DVN/SYJZNG,1.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1484,doi:10.7910/DVN/SYOKZW,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1485,doi:10.7910/DVN/SYSQDB,,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1486,doi:10.7910/DVN/SYYMJ0,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1487,doi:10.7910/DVN/SZ9YXZ,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1488,doi:10.7910/DVN/SZODIL,1.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1489,doi:10.7910/DVN/T0W5IM,,2019,fixingahole,Social Sciences,RESEARCHERS,Zachary Hadley Dataverse
1490,doi:10.7910/DVN/T17S0X,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1491,doi:10.7910/DVN/T1TELH,,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1492,doi:10.7910/DVN/T24N31,,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1493,doi:10.7910/DVN/T5DKRO,1.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1494,doi:10.7910/DVN/T6GPSX,0.0,2019,beber,Social Sciences,RESEARCHERS,Bernd Beber Dataverse
1495,doi:10.7910/DVN/T7PXKJ,0.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1496,doi:10.7910/DVN/T8OYHT,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1497,doi:10.7910/DVN/T9IKQT,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1498,doi:10.7910/DVN/T9P4WG,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1499,doi:10.7910/DVN/T9WESH,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1500,doi:10.7910/DVN/TALJOT,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1501,doi:10.7910/DVN/TALNRF,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1502,doi:10.7910/DVN/TAXCB3,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1503,doi:10.7910/DVN/TC1F9R,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1504,doi:10.7910/DVN/TCOFXX,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1505,doi:10.7910/DVN/TDSJHE,0.0,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1506,doi:10.7910/DVN/TEFCBL,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1507,doi:10.7910/DVN/TF046M,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1508,doi:10.7910/DVN/TG2AOT,,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1509,doi:10.7910/DVN/TGIX8T,0.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1510,doi:10.7910/DVN/THCWHJ,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1511,doi:10.7910/DVN/THNDTR,1.0,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1512,doi:10.7910/DVN/THXYMC,1.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1513,doi:10.7910/DVN/TIIHB8,1.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1514,doi:10.7910/DVN/TIIJAK,0.0,2015,thesiswz2300,Social Sciences,RESEARCH_PROJECTS,QMSS thesis(wz2300)  Dataverse
1515,doi:10.7910/DVN/TJ1ZXX,,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1516,doi:10.7910/DVN/TJ5XMF,1.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1517,doi:10.7910/DVN/TKORD8,1.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1518,doi:10.7910/DVN/TKTN5J,1.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1519,doi:10.7910/DVN/TL0PZD,1.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1520,doi:10.7910/DVN/TLBTYD,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1521,doi:10.7910/DVN/TLPMVI,1.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1522,doi:10.7910/DVN/TMB5YV,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1523,doi:10.7910/DVN/TMVVDO,1.0,2018,klm,Social Sciences,RESEARCHERS,Kyle L. Marquardt Dataverse
1524,doi:10.7910/DVN/TOJ1UH,1.0,2019,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1525,doi:10.7910/DVN/TONE1D,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1526,doi:10.7910/DVN/TOZUDO,,2020,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1527,doi:10.7910/DVN/TPAB95,0.0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1528,doi:10.7910/DVN/TPGPCR,1.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1529,doi:10.7910/DVN/TPW36W,0.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1530,doi:10.7910/DVN/TQYWJR,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1531,doi:10.7910/DVN/TR4OUK,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1532,doi:10.7910/DVN/TRIEF2,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1533,doi:10.7910/DVN/TRR0DK,,2020,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1534,doi:10.7910/DVN/TRTXLP,0.0,2016,clucas,Social Sciences,RESEARCHERS,Christopher Lucas Dataverse
1535,doi:10.7910/DVN/TT17NY,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1536,doi:10.7910/DVN/TT7NZJ,0.0,2019,NicoleJanz,Social Sciences,UNCATEGORIZED,Nicole Janz Dataverse
1537,doi:10.7910/DVN/TTCTIY,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1538,doi:10.7910/DVN/TTKJJ9,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1539,doi:10.7910/DVN/TTPOJB,0.0,2019,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1540,doi:10.7910/DVN/TUUYLQ,0.0,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1541,doi:10.7910/DVN/TVB65V,1.0,2019,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1542,doi:10.7910/DVN/TVGIJJ,0.0,2020,worldfish,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,WorldFish Dataverse
1543,doi:10.7910/DVN/TVLHQX,0.0,2016,ll2937,Social Sciences,RESEARCH_PROJECTS,Thesis_trust and happiness Dataverse
1544,doi:10.7910/DVN/TWHEZ9,0.0,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1545,doi:10.7910/DVN/TWVXKZ,0.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1546,doi:10.7910/DVN/TX160A,1.0,2016,FPA,Social Sciences,JOURNALS,Foreign Policy Analysis Dataverse
1547,doi:10.7910/DVN/TX3VWP,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1548,doi:10.7910/DVN/TXEFZI,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1549,doi:10.7910/DVN/TXFTKV,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1550,doi:10.7910/DVN/TYD3EC,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1551,doi:10.7910/DVN/TYSETW,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1552,doi:10.7910/DVN/TZTW1J,0.0,2018,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1553,doi:10.7910/DVN/U19R5G,0.0,2019,dalstonward,Social Sciences,RESEARCHERS,Dalston Ward's Dataverse
1554,doi:10.7910/DVN/U1GGGQ,0.0,2016,kbanda,Social Sciences,RESEARCHERS,Kevin K. Banda Dataverse
1555,doi:10.7910/DVN/U1JEC0,,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1556,doi:10.7910/DVN/U23L09,,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1557,doi:10.7910/DVN/U3QJQZ,,2020,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1558,doi:10.7910/DVN/U3ZQYY,,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1559,doi:10.7910/DVN/U42CYV,0.0,2016,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1560,doi:10.7910/DVN/U4Q0FR,0.0,2018,PSRM,Computer and Information Science;Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1561,doi:10.7910/DVN/U6EC8N,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1562,doi:10.7910/DVN/U6YTI5,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1563,doi:10.7910/DVN/U7MANI,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1564,doi:10.7910/DVN/U8NMJZ,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1565,doi:10.7910/DVN/UAQZRO,,2018,tylerreny,Social Sciences,RESEARCHERS,Tyler Reny Dataverse
1566,doi:10.7910/DVN/UAUEWV,0.0,2018,jlc,Law;Social Sciences,JOURNALS,Journal of Law and Courts Dataverse
1567,doi:10.7910/DVN/UAWGPU,,2016,jop,Other;Social Sciences,JOURNALS,The Journal of Politics Dataverse
1568,doi:10.7910/DVN/UBQYXT,,2019,polbehavior,Medicine; Health and Life Sciences;Social Sciences,JOURNALS,Political Behavior Dataverse
1569,doi:10.7910/DVN/UBRRHG,,2019,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1570,doi:10.7910/DVN/UDGOFR,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1571,doi:10.7910/DVN/UDVEXN,,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1572,doi:10.7910/DVN/UDZZSH,0.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1573,doi:10.7910/DVN/UEARI0,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1574,doi:10.7910/DVN/UEFVV5,,2016,pierskalla,Social Sciences,RESEARCHERS,Jan Pierskalla Dataverse
1575,doi:10.7910/DVN/UEOK3H,,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1576,doi:10.7910/DVN/UERKTM,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1577,doi:10.7910/DVN/UFL6MI,1.0,2020,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1578,doi:10.7910/DVN/UFZTYU,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1579,doi:10.7910/DVN/UGKVTJ,1.0,2018,perspectives,Social Sciences,JOURNALS,Perspectives on Politics
1580,doi:10.7910/DVN/UHIFDK,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1581,doi:10.7910/DVN/UHKDG4,1.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1582,doi:10.7910/DVN/UHWZXX,,2019,sfm,Social Sciences,RESEARCHERS,Seraphine F. Maerz Dataverse
1583,doi:10.7910/DVN/UHYIUW,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1584,doi:10.7910/DVN/UI7OFK,,2020,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
1585,doi:10.7910/DVN/UJE5AS,,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1586,doi:10.7910/DVN/UKOSTN,0.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1587,doi:10.7910/DVN/ULHZSG,1.0,2020,DiaphorinaSexEPG,Agricultural Sciences,LABORATORY,Diaphorina sex color size
1588,doi:10.7910/DVN/UMG39H,1.0,2019,imai,Mathematical Sciences;Social Sciences,RESEARCHERS,Kosuke Imai Dataverse
1589,doi:10.7910/DVN/UMKD0K,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1590,doi:10.7910/DVN/UMSSKG,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1591,doi:10.7910/DVN/UN3KML,,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1592,doi:10.7910/DVN/UN54HD,1.0,2015,wmoore,Social Sciences,RESEARCHERS,Will H. Moore Dataverse
1593,doi:10.7910/DVN/UN9JWF,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1594,doi:10.7910/DVN/UNIGJT,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1595,doi:10.7910/DVN/UO5WQ4,0.0,2016,pan,Mathematical Sciences;Social Sciences,JOURNALS,Political Analysis Dataverse
1596,doi:10.7910/DVN/UODSVV,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1597,doi:10.7910/DVN/UORFM0,1.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
1598,doi:10.7910/DVN/UPMOHW,1.0,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1599,doi:10.7910/DVN/UQOMMF,1.0,2015,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1600,doi:10.7910/DVN/UQSZDY,0.0,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
1601,doi:10.7910/DVN/UQZUPO,,2018,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1602,doi:10.7910/DVN/URHMUA,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1603,doi:10.7910/DVN/URMQXW,0.0,2018,vcharnysh,Social Sciences,RESEARCHERS,Volha Charnysh Dataverse
1604,doi:10.7910/DVN/URSNLH,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1605,doi:10.7910/DVN/URXZX5,0.0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
1606,doi:10.7910/DVN/USFTTP,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1607,doi:10.7910/DVN/USIYOG,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1608,doi:10.7910/DVN/USKUR2,1.0,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1609,doi:10.7910/DVN/UT25HQ,1.0,2020,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1610,doi:10.7910/DVN/UTAP1V,0.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1611,doi:10.7910/DVN/UTJGTF,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1612,doi:10.7910/DVN/UUPZ6Z,0.0,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
1613,doi:10.7910/DVN/UVC4CI,1.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1614,doi:10.7910/DVN/UVTZZV,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1615,doi:10.7910/DVN/UWMHET,,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1616,doi:10.7910/DVN/UX39M4,,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1617,doi:10.7910/DVN/UXIBNO,1.0,2017,dutchparl,Social Sciences,RESEARCH_PROJECTS,Dutch Parliamentary Behaviour Dataset Dataverse
1618,doi:10.7910/DVN/UYXRI8,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1619,doi:10.7910/DVN/UZSCUT,,2018,tnsilva,Social Sciences,RESEARCHERS,Thiago Nascimento da Silva Dataverse
1620,doi:10.7910/DVN/UZSQTV,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1621,doi:10.7910/DVN/V1SVZ4,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1622,doi:10.7910/DVN/V2HIVR,1.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1623,doi:10.7910/DVN/V5NBER,0.0,2017,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1624,doi:10.7910/DVN/V5P0SM,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1625,doi:10.7910/DVN/V7HWP4,,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1626,doi:10.7910/DVN/V7TQOZ,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1627,doi:10.7910/DVN/V8DLYR,1.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1628,doi:10.7910/DVN/V9LWUQ,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1629,doi:10.7910/DVN/VA3N1L,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1630,doi:10.7910/DVN/VB6GAD,0.0,2018,rebeccacordell,Social Sciences,RESEARCHERS,Rebecca Cordell Dataverse
1631,doi:10.7910/DVN/VC4EXB,1.0,2020,jpan,Social Sciences,UNCATEGORIZED,Jennifer Pan Dataverse
1632,doi:10.7910/DVN/VCE7KN,0.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1633,doi:10.7910/DVN/VCXVVF,,2018,schaffner,Social Sciences,RESEARCHERS,Brian Schaffner Dataverse
1634,doi:10.7910/DVN/VE6VSR,,2019,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
1635,doi:10.7910/DVN/VELJKG,0.0,2019,qje,Social Sciences,JOURNALS,The Quarterly Journal of Economics Dataverse
1636,doi:10.7910/DVN/VEPHLS,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1637,doi:10.7910/DVN/VEZQVS,0.0,2016,beber,Social Sciences,RESEARCHERS,Bernd Beber Dataverse
1638,doi:10.7910/DVN/VGNMQP,0.0,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1639,doi:10.7910/DVN/VGSSNX,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1640,doi:10.7910/DVN/VGWNP9,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1641,doi:10.7910/DVN/VGWY3L,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1642,doi:10.7910/DVN/VHNONI,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1643,doi:10.7910/DVN/VJCL6D,1.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1644,doi:10.7910/DVN/VJLVYU,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1645,doi:10.7910/DVN/VJLWTZ,1.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1646,doi:10.7910/DVN/VKLZ2V,,2016,researchandpolitics,Law;Social Sciences,JOURNALS,Research & Politics Dataverse
1647,doi:10.7910/DVN/VLBOBH,0.0,2016,thesis2015,Social Sciences,RESEARCH_PROJECTS,QMSS thesis code 2015 Dataverse
1648,doi:10.7910/DVN/VLOHVI,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1649,doi:10.7910/DVN/VNHM17,,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1650,doi:10.7910/DVN/VNXEM6,1.0,2019,mattblackwell,Social Sciences,RESEARCHERS,Matthew Blackwell Dataverse
1651,doi:10.7910/DVN/VNZWPQ,1.0,2016,heireport_casestudy2,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 2: Power Plant Scrubbers Dataverse
1652,doi:10.7910/DVN/VO7WW5,1.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1653,doi:10.7910/DVN/VOF11U,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1654,doi:10.7910/DVN/VOW9OB,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1655,doi:10.7910/DVN/VPZZCQ,,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
1656,doi:10.7910/DVN/VS3CG6,,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1657,doi:10.7910/DVN/VSLUQX,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
1658,doi:10.7910/DVN/VSN1O0,1.0,2017,Jrenshon,Social Sciences,UNCATEGORIZED,Jonathan Renshon Dataverse
1659,doi:10.7910/DVN/VSS3KO,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1660,doi:10.7910/DVN/VSVBTP,1.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1661,doi:10.7910/DVN/VSVMY7,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1662,doi:10.7910/DVN/VT4KJA,0.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1663,doi:10.7910/DVN/VTF26G,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1664,doi:10.7910/DVN/VTUSLV,1.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1665,doi:10.7910/DVN/VUY8UI,0.0,2019,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1666,doi:10.7910/DVN/VV12WS,1.0,2020,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1667,doi:10.7910/DVN/VVDOUK,,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
1668,doi:10.7910/DVN/VVX0K7,,2020,dalstonward,Social Sciences,RESEARCHERS,Dalston Ward's Dataverse
1669,doi:10.7910/DVN/VWBTL5,0.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1670,doi:10.7910/DVN/VWDGHT,,2019,qje,Social Sciences,JOURNALS,The Quarterly Journal of Economics Dataverse
1671,doi:10.7910/DVN/VWPPVQ,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1672,doi:10.7910/DVN/VX59QI,1.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1673,doi:10.7910/DVN/VX6QVB,1.0,2019,harvard,Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1674,doi:10.7910/DVN/VXCUOU,1.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
1675,doi:10.7910/DVN/VXVBNI,1.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1676,doi:10.7910/DVN/VZAKYC,1.0,2017,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1677,doi:10.7910/DVN/VZLM35,1.0,2019,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1678,doi:10.7910/DVN/VZSO5S,0.0,2018,perspectives,Law;Social Sciences,JOURNALS,Perspectives on Politics
1679,doi:10.7910/DVN/W03YWD,,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
1680,doi:10.7910/DVN/W08NIR,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
1681,doi:10.7910/DVN/W1REJL,1.0,2018,radioproxy,Social Sciences,RESEARCHERS,Gordon Danning Dataverse
1682,doi:10.7910/DVN/W1TDGZ,0.0,2016,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
