doi:10.7910/DVN/XFQZI2	Condemnation.R	Error in read.dta13('Condemnation.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/8JW4Q7	Table_A4_Figure_A2.R	Error in bayesglm(conc ~ socsppc + time + time2 + time3, dat, family = binomial('logit')) :   could not find function 'bayesglm'
doi:10.7910/DVN/8JW4Q7	Table_A5.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/8JW4Q7	binary_interaction_plot.R	success
doi:10.7910/DVN/8JW4Q7	interaction_plot.R	success
doi:10.7910/DVN/8SR1GY	replication.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HEGV1N	Compression--Figures Replication.R	Error in read.dta('Way and Weeks 2014/Data/WW2.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/HEGV1N	Counterfactual Analysis--Replication.R	Error in read.dta('Way and Weeks 2014/Data/Counterfactuals/WW.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/RGIMXH	a2.Figures.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/RLWSVJ	mummolo_peterson_code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/M1IHH2	kcca_replication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/0DE35E	JEPSreplication.R	Error in genprobexact(Z, clustvar = clust) :   could not find function 'genprobexact'
doi:10.7910/DVN/0DE35E	ReplicationFunctions.R	success
doi:10.7910/DVN/KHE44F	scotus-replication.R	success
doi:10.7910/DVN/KHE44F	tw-replication-dvn.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/MHN3NY	FIgure_7.R	Error in eval(ei, envir) : object 'nc_open' not found
doi:10.7910/DVN/MHN3NY	Figure_1+2.R	Error in eval(ei, envir) : object 'nc_open' not found
doi:10.7910/DVN/MHN3NY	Figure_3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/MHN3NY	Figure_4.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/MHN3NY	Figure_5.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/MHN3NY	Figure_6.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/MHN3NY	Figure_8.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/MHN3NY	Monthly_CV.R	Error in eval(ei, envir) : object 'nc_open' not found
doi:10.7910/DVN/MHN3NY	filled.contour3.R	success
doi:10.7910/DVN/MHN3NY	functions.R	success
doi:10.7910/DVN/MHN3NY	get_geo.R	success
doi:10.7910/DVN/MHN3NY	get_met.R	success
doi:10.7910/DVN/UBRRHG	WEMWBS SLO.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/C3RRZD	Study 1 figures.R	Error in read.dta('for densities2.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/C3RRZD	Study 2 figures.R	success
doi:10.7910/DVN/5HC6SV	EUP.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/5HC6SV	binning.R	success
doi:10.7910/DVN/WEGMVK	RyanEttAl_Replication_Extension.R	Error : RStudio not running
doi:10.7910/DVN/MUPGQM	eurobarometer.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/MUPGQM	eurobarometer_setup.r	Error in read.dta(fp, convert.factors = FALSE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/LTF688	experimental data replication code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/LTF688	observational data replication code.R	Error in lrm(spunemp ~ pairedDual + activeSingle + passivSingle + singleOut +  :   could not find function 'lrm'
doi:10.7910/DVN/TJ5XMF	Functions_Mode_Agree_Boot.R	success
doi:10.7910/DVN/TJ5XMF	Script 1 Figure1Script.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 2 montecarloFig2.R	success
doi:10.7910/DVN/TJ5XMF	Script 3 ModeMeanRankChangesFig3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 4 Rwg CHES 1999-2010 All dimensions.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 5 Bootstrap CHES 1999-2010 EU dim.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 6 Adams Repl with bootstapped medians.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 7 Adams Repl with bootstapped modes.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TJ5XMF	Script 8 Adams analysis removing poorly measured parties.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/WNBBPZ	R Code - Figures and Tables.R	Error in matchit(known.rendition ~ detention.site + staging.post + rendition.aircraft +  :   could not find function 'matchit'
doi:10.7910/DVN/YTTDWH	Shocked Into Service Replication Code.R	Error in estfun(fm) : could not find function 'estfun'
doi:10.7910/DVN/ECGSUB	replication_script_R.R	Error in simex(model = lm(update ~ distance * party_status * alternative +  :   could not find function 'simex'
doi:10.7910/DVN/BNRWDL	josematheus-medeiros-script-tf-ad-ufpe-2018.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/FHD6M2	cls_replication.R	success
doi:10.7910/DVN/AKLOHE	Clustered_covariance_estimate.R	success
doi:10.7910/DVN/AKLOHE	EstimatingSelection.R	Error in eval(ei, envir) : object 'identificationapproach' not found
doi:10.7910/DVN/AKLOHE	Modified_AllApplications.R	success
doi:10.7910/DVN/AKLOHE	ReplicationAnalyticLogLikelihood.R	success
doi:10.7910/DVN/AKLOHE	ReplicationpzthetaLogLikelihood.R	success
doi:10.7910/DVN/AKLOHE	RobustVariance.R	success
doi:10.7910/DVN/AKLOHE	SelectionTable.R	success
doi:10.7910/DVN/AKLOHE	SimulationEnvironment01.R	Error in eval(ei, envir) : object 'simN' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment02.R	Error in eval(ei, envir) : object 'simN' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment03.R	Error in eval(ei, envir) : object 'simN' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment04.R	Error in paste(pathname, 'SimCodes/AK_Codes/', sep = '') :   object 'pathname' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment05.R	Error in paste(pathname, 'SimCodes/AK_Codes/', sep = '') :   object 'pathname' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment06.R	Error in paste(pathname, 'SimCodes/AK_Codes/', sep = '') :   object 'pathname' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment07.R	Error in paste(pathname, 'SimCodes/AK_Codes/', sep = '') :   object 'pathname' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment08.R	Error in eval(ei, envir) : object 'simN' not found
doi:10.7910/DVN/AKLOHE	SimulationEnvironment09.R	Error in eval(ei, envir) : object 'simN' not found
doi:10.7910/DVN/AKLOHE	Table2.R	time limit exceeded
doi:10.7910/DVN/AKLOHE	Table3.R	time limit exceeded
doi:10.7910/DVN/AKLOHE	Table4.R	time limit exceeded
doi:10.7910/DVN/AKLOHE	VariationVarianceLogLikelihood.R	success
doi:10.7910/DVN/VPIN2B	Code_S1_PTF_functions.R	Error in TT.points.in.classes(tri.data = Your_dataset, class.sys = 'USDA.TT',  :   could not find function 'TT.points.in.classes'
doi:10.7910/DVN/UORFM0	Japanese CMP 95CI Plot.R	success
doi:10.7910/DVN/UORFM0	Wordfish Figures 11Aug09.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/UORFM0	japan do file June0909.R	time limit exceeded
doi:10.7910/DVN/G3WF1H	GINI-2015-0764.R_v2.R	Error in subset(data3, oecd == 0 & country != 'China') :   object 'data3' not found
doi:10.7910/DVN/UAWGPU	NPCReplication.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/SZODIL	Graphs_bayesian_social_policies.R	success
doi:10.7910/DVN/SZODIL	Graphs_bayesian_specific_policies.R	success
doi:10.7910/DVN/SZODIL	unknown	time limit exceeded
doi:10.7910/DVN/XTIHGR	Code.R	Error in clm(as.factor(Voting) ~ Treatment * Man, data = data_C_VP, link = 'logit') :   could not find function 'clm'
doi:10.7910/DVN/NIMLAR	00_batch.R	Error in dirname(sys.frame(1)$ofile) :   a character vector argument expected
doi:10.7910/DVN/NIMLAR	unknown	time limit exceeded
doi:10.7910/DVN/UHKDG4	fig-bumps-vs-bounces.R	success
doi:10.7910/DVN/UHKDG4	fig-candidate-support.R	Error : `x` must be a vector, not a ts object, do you want `stats::lag()`?Backtrace:     █  1. ├─R.utils::withTimeout(...)  2. │ ├─base::tryCatch(...)  3. │ │ └─base:::tryCatchList(expr, classes, parentenv, handlers)  4. │ │   └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]])  5. │ │     └─base:::doTryCatch(return(expr), name, parentenv, handler)  6. │ └─base::eval(expr, envir = envir)  7. │   └─base::eval(expr, envir = envir)  8. ├─base::try(source(r_file), silent = TRUE)  9. │ └─base::tryCatch(...) 10. │   └─base:::tryCatchList(expr, classes, parentenv, handlers) 11. │     └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]]) 12. │       └─base:::doTryCatch(return(expr), name, parentenv, handler) 13. ├─base::source(r_file) 14. │ ├─base::withVisible(eval(ei, envir)) 15. │ └─base::eval(ei, envir) 16. │   └─base::eval(ei, envir) 17. ├─base::source('run-first.R') 18. │ ├─base::withVisible(eval(ei, envir)) 19. │ └─base::eval(ei, envir) 20. │   └─base::eval(ei, envir) 21. └─dplyr::lag(tscampos, i) 22.   └─dplyr:::bad_args('x', 'must be a vector, not a ts object, do you want `stats::lag()`?') 23.     └─dplyr:::glubort(fmt_args(args), ..., .envir = .envir)
doi:10.7910/DVN/UHKDG4	fig-effects.R	Error : `x` must be a vector, not a ts object, do you want `stats::lag()`?Backtrace:     █  1. ├─R.utils::withTimeout(...)  2. │ ├─base::tryCatch(...)  3. │ │ └─base:::tryCatchList(expr, classes, parentenv, handlers)  4. │ │   └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]])  5. │ │     └─base:::doTryCatch(return(expr), name, parentenv, handler)  6. │ └─base::eval(expr, envir = envir)  7. │   └─base::eval(expr, envir = envir)  8. ├─base::try(source(r_file), silent = TRUE)  9. │ └─base::tryCatch(...) 10. │   └─base:::tryCatchList(expr, classes, parentenv, handlers) 11. │     └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]]) 12. │       └─base:::doTryCatch(return(expr), name, parentenv, handler) 13. ├─base::source(r_file) 14. │ ├─base::withVisible(eval(ei, envir)) 15. │ └─base::eval(ei, envir) 16. │   └─base::eval(ei, envir) 17. ├─base::source('run-first.R') 18. │ ├─base::withVisible(eval(ei, envir)) 19. │ └─base::eval(ei, envir) 20. │   └─base::eval(ei, envir) 21. └─dplyr::lag(tscampos, i) 22.   └─dplyr:::bad_args('x', 'must be a vector, not a ts object, do you want `stats::lag()`?') 23.     └─dplyr:::glubort(fmt_args(args), ..., .envir = .envir)
doi:10.7910/DVN/UHKDG4	run-first.R	Error : `x` must be a vector, not a ts object, do you want `stats::lag()`?Backtrace:     █  1. ├─R.utils::withTimeout(...)  2. │ ├─base::tryCatch(...)  3. │ │ └─base:::tryCatchList(expr, classes, parentenv, handlers)  4. │ │   └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]])  5. │ │     └─base:::doTryCatch(return(expr), name, parentenv, handler)  6. │ └─base::eval(expr, envir = envir)  7. │   └─base::eval(expr, envir = envir)  8. ├─base::try(source(r_file), silent = TRUE)  9. │ └─base::tryCatch(...) 10. │   └─base:::tryCatchList(expr, classes, parentenv, handlers) 11. │     └─base:::tryCatchOne(expr, names, parentenv, handlers[[1L]]) 12. │       └─base:::doTryCatch(return(expr), name, parentenv, handler) 13. ├─base::source(r_file) 14. │ ├─base::withVisible(eval(ei, envir)) 15. │ └─base::eval(ei, envir) 16. │   └─base::eval(ei, envir) 17. └─dplyr::lag(tscampos, i) 18.   └─dplyr:::bad_args('x', 'must be a vector, not a ts object, do you want `stats::lag()`?') 19.     └─dplyr:::glubort(fmt_args(args), ..., .envir = .envir)
doi:10.7910/DVN/4O4R79	NegotCalc_Replication.R	Error in zelig(pa_year ~ terrgoal + numopps + outsup + milwing + ORGREB +  :   could not find function 'zelig'
doi:10.7910/DVN/KG2APR	00master.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/KG2APR	unknown	time limit exceeded
doi:10.7910/DVN/WBBAE3	GAM R code.R	Error in read.dta13('GAMdata.dta') : could not find function 'read.dta13'
doi:10.7910/DVN/WBBAE3	R_Graphs.R	success
doi:10.7910/DVN/ZSTE1X	DavisWilf_JoiningTheClub_ReplicationCode.R	Error in eval(ei, envir) : object 'affinity' not found
doi:10.7910/DVN/FAGL6V	bootstraps.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FAGL6V	figure_paper.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FAGL6V	figures_annex.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FAGL6V	functions.R	success
doi:10.7910/DVN/FAGL6V	identify_governorates.R	Error in gzfile(file, 'wb') : cannot open the connection
doi:10.7910/DVN/FAGL6V	prep_regression.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FAGL6V	re_analysis.R	Error in `$<-.data.frame`(`*tmp*`, gov, value = 8) :   replacement has 1 row, data has 0
doi:10.7910/DVN/FAGL6V	regression.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FAGL6V	replication.R	Error in `$<-.data.frame`(`*tmp*`, gov, value = 8) :   replacement has 1 row, data has 0
doi:10.7910/DVN/83TXKI	analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/HLAGNR	MetaketaBrazil-Letters-replic.R	Error in lapply(list(...), as.character) : reached elapsed time limit
doi:10.7910/DVN/80WUQB	ANES_eggs4_replication.R	Error in basename(file = '/anes_specialstudies_2012egss4.csv') :   unused argument (file = '/anes_specialstudies_2012egss4.csv')
doi:10.7910/DVN/80WUQB	appendix_analysis.R	Error in as.mcmc(mod3[1:5000, ]) : could not find function 'as.mcmc'
doi:10.7910/DVN/80WUQB	irt_2pl.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	irt_2pl_dif.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	irt_3pl.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	irt_3pl_dif.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	irt_guess.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	irt_guess_dif.R	Error: unexpected '{' in \model {\""
doi:10.7910/DVN/80WUQB	knowledge_functions.R	success
doi:10.7910/DVN/80WUQB	main_analysis.R	Error in basename(file = '/teds2012_ind.csv') :   unused argument (file = '/teds2012_ind.csv')
doi:10.7910/DVN/SURSEO	kln_replication.R	Error in install_github('ChristopherLucas/MatchingFrontier@148a33bce48e442160c873ea4e0528df54964dac') :   could not find function 'install_github'
doi:10.7910/DVN/8EHQWP	code_00_set_working_directory_run_all.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/8EHQWP	code_01_t_01_design.R	success
doi:10.7910/DVN/8EHQWP	code_02_t_02_sample_characteristics.R	success
doi:10.7910/DVN/8EHQWP	code_03_f_01_violence_id_correlation.R	success
doi:10.7910/DVN/8EHQWP	code_04_t_03_ate_violence.R	success
doi:10.7910/DVN/8EHQWP	code_05_t_04_violence_het_effects.R	success
doi:10.7910/DVN/8EHQWP	code_06_t_05_ate_status_int_inst_geo.R	success
doi:10.7910/DVN/8EHQWP	code_07_t_06_f_02_india_growth_kashmir_casualties.R	Error in summarize(outcome, count = n(), y_bar = mean(Y, na.rm = TRUE),  :   argument 'by' is missing, with no default
doi:10.7910/DVN/8EHQWP	code_08_t_07_t_10_violence_id_correlation_tables.R	success
doi:10.7910/DVN/8EHQWP	code_09_t_11_identification_preferences_correlation.R	success
doi:10.7910/DVN/8EHQWP	code_10_t_12_refusal_rates.R	success
doi:10.7910/DVN/8EHQWP	code_11_f_08_het_effects_education_figures.R	Error in summarize(outcome, count = n(), y_bar = mean(Y, na.rm = TRUE),  :   argument 'by' is missing, with no default
doi:10.7910/DVN/8EHQWP	code_12_f_09_het_effects_constituency_figures.R	Error in summarize(outcome, count = n(), y_bar = mean(Y, na.rm = TRUE),  :   argument 'by' is missing, with no default
doi:10.7910/DVN/8EHQWP	code_13_t_13_t_14_bh_correction.R	success
doi:10.7910/DVN/8EHQWP	code_14_t_15_violence_protests_het_effects.R	success
doi:10.7910/DVN/8EHQWP	code_15_t_16_violence_het_effects_pca.R	success
doi:10.7910/DVN/8EHQWP	code_16_t_17_violence_het_effects_z_index.R	success
doi:10.7910/DVN/8EHQWP	code_17_t_18_violence_het_effects_id_only.R	success
doi:10.7910/DVN/8EHQWP	code_18_t_19_ate_all_groups_separate.R	success
doi:10.7910/DVN/8EHQWP	code_19_t_20_power_analysis.R	success
doi:10.7910/DVN/NSRKXC	figure.R	success
doi:10.7910/DVN/OB00VG	kenya_replication.R	Error in polywog(kenyatta ~ reg_1 + reg_2 + reg_4 + reg_5 + reg_6 + reg_7 +  :   could not find function 'polywog'
doi:10.7910/DVN/J4WZGT	Graphs.R	Error in library(ggplot, foreign, plyr, reshape2, readxl, readstata14,  :   object 'reshape2' not found
doi:10.7910/DVN/BHLMVC	geog.R	Error in GenBalance.internal(rr = rr, X = BalanceMatrix, nvars = balancevars,  :   reached elapsed time limit
doi:10.7910/DVN/BHLMVC	geog_postparty.R	Error in GenMatch(Tr = switcher, X = covariates_match, BalanceMatrix = covariates_balance,  :   could not find function 'GenMatch'
doi:10.7910/DVN/BHLMVC	ideo_nonmatched.R	success
doi:10.7910/DVN/XF7UBI	replication_labor&OFDI.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/HDZEOP	01_create-data.R	Error in import('~/Google Drev/data/liss/po/cv08a_1.1p_EN.dta') :   could not find function 'import'
doi:10.7910/DVN/HDZEOP	02_analysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/F32IWX	figuresAndTables18July2018.R	Error in stargazer(vars, title = 'Summary Statistics', out = 'descriptiveStatistics.tex',  :   could not find function 'stargazer'
doi:10.7910/DVN/X7NKSL	Effects_of_Polls_H1.r	Error in eval(ei, envir) : object 'mturk' not found
doi:10.7910/DVN/X7NKSL	Effects_of_Polls_H2.r	Error in eval(ei, envir) : object 'mturk' not found
doi:10.7910/DVN/X7NKSL	Effects_of_Polls_H3.r	Error in interact_plot(m4, modx = Group, pred = closeness.dem, interval = TRUE,  :   could not find function 'interact_plot'
doi:10.7910/DVN/PPW3SI	R_Analyses_final [Tables 5-7].R	Error in mat2listw(w1980, row.names = NULL) :   could not find function 'mat2listw'
doi:10.7910/DVN/7Q9ZSR	01_set_working_directory.R	success
doi:10.7910/DVN/7Q9ZSR	02_convert_raw_spss_stata.R	success
doi:10.7910/DVN/7Q9ZSR	04_convert_analysis_dataset_to_R.R	Error in read.dta('d_cleaned_analysis_dataset.dta', convert.underscore = TRUE,  :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/7Q9ZSR	05_table1_design.R	Error in stargazer(working.table, title = table.title, out = output.file,  :   could not find function 'stargazer'
doi:10.7910/DVN/7Q9ZSR	06_figure1_misperceptions.R	Error in theme(plot.title = element_text(size = 11), aspect.ratio = 1,  :   formal argument 'plot.title' matched by multiple actual arguments
doi:10.7910/DVN/7Q9ZSR	07_figure2_average_treatment_effects.R	Error in summarize(outcome, count = n(), y_bar = mean(Y, na.rm = TRUE),  :   argument 'by' is missing, with no default
doi:10.7910/DVN/7Q9ZSR	08_table2_ate_charitable_giving.R	success
doi:10.7910/DVN/7Q9ZSR	09_table3_ate_foreign_aid.R	success
doi:10.7910/DVN/7Q9ZSR	10_table4_ate_agri_trade.R	success
doi:10.7910/DVN/7Q9ZSR	11_table5_mechanisms.R	success
doi:10.7910/DVN/7Q9ZSR	12_table6_priors_heterogeneity.R	success
doi:10.7910/DVN/7Q9ZSR	13_table7_summary_statistics.R	success
doi:10.7910/DVN/7Q9ZSR	14_figure4_misperceptions_completed_college.R	Error in theme(plot.title = element_text(size = 11), aspect.ratio = 1,  :   formal argument 'plot.title' matched by multiple actual arguments
doi:10.7910/DVN/7Q9ZSR	15_figure5_misperceptions_duration.R	Error in theme(plot.title = element_text(size = 11), aspect.ratio = 1,  :   formal argument 'plot.title' matched by multiple actual arguments
doi:10.7910/DVN/7Q9ZSR	16_table8_9_figure6_refgroup_median_correlation.R	success
doi:10.7910/DVN/7Q9ZSR	17_table10_misperceptions_preferences_correlation.R	success
doi:10.7910/DVN/7Q9ZSR	18_table11_treatment_missingness_correlation.R	success
doi:10.7910/DVN/7Q9ZSR	19_table12_prior_giving_experiment_correlation.R	success
doi:10.7910/DVN/7Q9ZSR	20_table13_domestic_redistribution.R	success
doi:10.7910/DVN/7Q9ZSR	21_table14_ologit.R	success
doi:10.7910/DVN/7Q9ZSR	22_figure8_priors_heterogeneity_lowess.R	success
doi:10.7910/DVN/7Q9ZSR	23_tf_t_15_22_subgroup_analysis.R	Error in if (nchar(text.matrix[r, c]) > max.length[real.c]) { :   missing value where TRUE/FALSE needed
doi:10.7910/DVN/KRKWK8	Africa Imp Data.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/KRKWK8	Comparing Random Forest with Logistic Regression R Code.R	Error in registerDoMC(cores = 7) : could not find function 'registerDoMC'
doi:10.7910/DVN/DZ7JLC	Calibration.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/DZ7JLC	unknown	time limit exceeded
doi:10.7910/DVN/5NJPTT	replicationRcode.R	Error in read.dta('C:/transtemp.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/PC6CQC	missing.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/D6HU1J	Figure1a.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Figure1b.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Figure1c.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Figure2a.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Figure2b.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Figure3.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Table1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	Table2.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableI.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableIX.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableVII.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableVIII-2002.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableVIII-2004.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXI.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXII.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXIII-2002.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXIII-2004.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXIV.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXV.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXVI.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	TableXVII.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/D6HU1J	amplifyObserved.R	success
doi:10.7910/DVN/D6HU1J	amplifyUnobserved.R	success
doi:10.7910/DVN/D6HU1J	headers.R	success
doi:10.7910/DVN/D6HU1J	sandwich.R	success
doi:10.7910/DVN/AE5BPK	ReplicationCodeGraphs.R	Error in read.dta13('NJ_CountyData_RGraph.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/XRJ43D	RR-AJPS-data-prep.r	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/XRJ43D	unknown	time limit exceeded
doi:10.7910/DVN/MP1NSJ	Unpaved_Road_Replication.R	Error in data.frame(testm) : object 'testm' not found
doi:10.7910/DVN/GJLYGI	Balance Checks.R	Error in read.dta('dorm results.dta') :   not a Stata version 5-12 .dta file
doi:10.7910/DVN/GJLYGI	Randomization Check.R	Error in read.dta('dorm results.dta') :   not a Stata version 5-12 .dta file
doi:10.7910/DVN/Q0XAPV	lineplot.R	success
doi:10.7910/DVN/Q0XAPV	mosaic.R	success
doi:10.7910/DVN/I8YHPT	MP Career.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/2NJV2P	halloweenforest_PLOS_final.R	Error in read.dta13('Halloween2012-2014-2015_PLOS.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/QJSRZF	Table2.R	success
doi:10.7910/DVN/QJSRZF	Table3.R	Error in Robins.CI(data, level = 0.05) :   could not find function 'Robins.CI'
doi:10.7910/DVN/QJSRZF	Table4.R	Error in HPDinterval(as.mcmc(SATE.dif), prob = 0.95) :   could not find function 'HPDinterval'
doi:10.7910/DVN/QJSRZF	Table7.R	success
doi:10.7910/DVN/QJSRZF	Tables5and6.R	success
doi:10.7910/DVN/QJSRZF	Tables8and9.R	success
doi:10.7910/DVN/MFSZJH	Governance.R	success
doi:10.7910/DVN/IFR1FC	replication_final.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/OXIIDD	Validity_JLC.R	success
doi:10.7910/DVN/FQPO0E	auditStudy.R	Error in recode(countryName, `Venezuela, Bolivarian Republic of` = 'Venezuela') :   object 'countryName' not found
doi:10.7910/DVN/I0VEMG	unknown	time limit exceeded
doi:10.7910/DVN/QTUFUW	Figure_4_R_Code_DHS_Prediction_Figure.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/QTUFUW	unknown	time limit exceeded
doi:10.7910/DVN/S9VBBL	BGGK_ISQ_code.R	Error in read.dta13('BGGK_ISQ_data_macro.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/RFECVH	ANES_cleaning.R	Error in names(anes_clean) <- c('pid', 'lean', 'hispanic', 'race', 'rel_attend',  :   attempt to set an attribute on NULL
