,doi,publicationDate,publisher,subject,type,name
1512,doi:10.7910/DVN/FRGHVR,2020,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1513,doi:10.7910/DVN/UBQYXT,2019,polbehavior,Medicine; Health and Life Sciences;Social Sciences,JOURNALS,Political Behavior Dataverse
1514,doi:10.7910/DVN/DE0OVP,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1515,doi:10.7910/DVN/WP7ETR,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1516,doi:10.7910/DVN/BEQRZC,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1517,doi:10.7910/DVN/IJEWYV,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1518,doi:10.7910/DVN/MCV1LU,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1519,doi:10.7910/DVN/AGRX5U,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1520,doi:10.7910/DVN/2JCJLX,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1521,doi:10.7910/DVN/DIIQF7,2016,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1522,doi:10.7910/DVN/SUS2KV,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1523,doi:10.7910/DVN/U23L09,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1524,doi:10.7910/DVN/RRBQAU,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1525,doi:10.7910/DVN/RDQZUM,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1526,doi:10.7910/DVN/TRR0DK,2020,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1527,doi:10.7910/DVN/OUAYYH,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1528,doi:10.7910/DVN/WSUHI3,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1529,doi:10.7910/DVN/XYYAQC,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1530,doi:10.7910/DVN/59F366,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1531,doi:10.7910/DVN/7PAB1N,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1532,doi:10.7910/DVN/1HPT9N,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1533,doi:10.7910/DVN/MPLQUI,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1534,doi:10.7910/DVN/TKORD8,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
1535,doi:10.7910/DVN/BNRWDL,2019,trabalho_davi,Social Sciences,RESEARCH_PROJECTS,José Matheus Medeiros Dataverse
1536,doi:10.7910/DVN/XRBKEY,2019,trabalho_davi,Social Sciences,RESEARCH_PROJECTS,José Matheus Medeiros Dataverse
1537,doi:10.7910/DVN/4NUU2J,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1538,doi:10.7910/DVN/7CJQ6H,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1539,doi:10.7910/DVN/JQMMVD,2018,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1540,doi:10.7910/DVN/CNQUN3,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1541,doi:10.7910/DVN/FLXHAZ,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1542,doi:10.7910/DVN/84NYFE,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1543,doi:10.7910/DVN/GOB7NW,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1544,doi:10.7910/DVN/DRVBZY,2019,michaelaklin,Social Sciences,RESEARCH_GROUP,Michaël Aklin Dataverse
1545,doi:10.7910/DVN/BPGCF0,2016,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
1546,doi:10.7910/DVN/Q8VDN0,2017,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
1547,doi:10.7910/DVN/ZFS7LI,2016,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
1548,doi:10.7910/DVN/G9NOQO,2016,bullock,Social Sciences,RESEARCHERS,John Bullock Dataverse
1549,doi:10.7910/DVN/OUFGTX,2018,ssoroka,Social Sciences,RESEARCHERS,Stuart Soroka Dataverse
1550,doi:10.7910/DVN/F08NDH,2019,ssoroka,Social Sciences,RESEARCHERS,Stuart Soroka Dataverse
1551,doi:10.7910/DVN/M9RWZN,2019,stateofaadhaar,Social Sciences,ORGANIZATIONS_INSTITUTIONS,State of Aadhaar
1552,doi:10.7910/DVN/KOVT5Y,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1553,doi:10.7910/DVN/JXOB6N,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1554,doi:10.7910/DVN/FRPRDP,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1555,doi:10.7910/DVN/SWFNQE,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1556,doi:10.7910/DVN/GHXJYL,2018,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1557,doi:10.7910/DVN/JBYLAS,2017,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1558,doi:10.7910/DVN/YSVMS2,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1559,doi:10.7910/DVN/LVFRCL,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1560,doi:10.7910/DVN/C1GTRV,2018,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1561,doi:10.7910/DVN/XC4E1I,2019,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1562,doi:10.7910/DVN/QTUFUW,2020,world-politics,Social Sciences,JOURNALS,World Politics Dataverse
1563,doi:10.7910/DVN/ELUQVD,2016,facebook,Business and Management;Computer and Information Science;Mathematical Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Facebook Dataverse
1564,doi:10.7910/DVN/J0VEYF,2017,facebook,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Facebook Dataverse
1565,doi:10.7910/DVN/ZATAJM,2019,hm,Social Sciences,RESEARCHERS,Neil Malhotra Dataverse
1566,doi:10.7910/DVN/ABSCFP,2018,jackpaine,Social Sciences,RESEARCHERS,Jack Paine Dataverse
1567,doi:10.7910/DVN/BJNAPD,2019,culturalanalytics,Arts and Humanities;Computer and Information Science;Social Sciences,JOURNALS,Cultural Analytics Dataverse
1568,doi:10.7910/DVN/FGNBHX,2018,culturalanalytics,Arts and Humanities,JOURNALS,Cultural Analytics Dataverse
1569,doi:10.7910/DVN/3UXBOJ,2016,culturalanalytics,Arts and Humanities,JOURNALS,Cultural Analytics Dataverse
1570,doi:10.7910/DVN/NFPJAQ,2019,culturalanalytics,Arts and Humanities;Computer and Information Science,JOURNALS,Cultural Analytics Dataverse
1571,doi:10.7910/DVN/QUGW8V,2020,culturalanalytics,Arts and Humanities;Social Sciences,JOURNALS,Cultural Analytics Dataverse
1572,doi:10.7910/DVN/VSN1O0,2017,Jrenshon,Social Sciences,UNCATEGORIZED,Jonathan Renshon Dataverse
1573,doi:10.7910/DVN/2NJV2P,2017,ipa,Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Innovations for Poverty Action Dataverse
1574,doi:10.7910/DVN/6QE7NN,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1575,doi:10.7910/DVN/QTWTFF,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1576,doi:10.7910/DVN/D9H5LH,2018,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1577,doi:10.7910/DVN/OSIQ8I,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1578,doi:10.7910/DVN/LGBXWX,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1579,doi:10.7910/DVN/XHGDPA,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1580,doi:10.7910/DVN/IWMH4T,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1581,doi:10.7910/DVN/0K6LWF,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1582,doi:10.7910/DVN/ALFLK6,2018,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1583,doi:10.7910/DVN/FR4HOU,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1584,doi:10.7910/DVN/ONSPYO,2018,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1585,doi:10.7910/DVN/CLOTQP,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1586,doi:10.7910/DVN/WVVJFZ,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1587,doi:10.7910/DVN/XO0FXY,2019,pac,Arts and Humanities;Computer and Information Science;Other;Social Sciences,RESEARCHERS,Priscilla Alamos-Concha Dataverse
1588,doi:10.7910/DVN/NP8SDI,2018,timothyfraser,Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
1589,doi:10.7910/DVN/Q1VWG4,2020,timothyfraser,Earth and Environmental Sciences;Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
1590,doi:10.7910/DVN/GBRVWY,2020,timothyfraser,Social Sciences,RESEARCHERS,Timothy Fraser Dataverse
1591,doi:10.7910/DVN/ZT1EZG,2017,leuenberger17,Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Protein Stability Data Dataverse
1592,doi:10.7910/DVN/X6TKOO,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1593,doi:10.7910/DVN/IIYY15,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1594,doi:10.7910/DVN/NOFKNI,2018,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1595,doi:10.7910/DVN/AZXYIB,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1596,doi:10.7910/DVN/Y0YCO9,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1597,doi:10.7910/DVN/82GIUZ,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1598,doi:10.7910/DVN/2TCFTF,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1599,doi:10.7910/DVN/YLENUI,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1600,doi:10.7910/DVN/P1UZGG,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1601,doi:10.7910/DVN/ITYDK1,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1602,doi:10.7910/DVN/II7FGU,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1603,doi:10.7910/DVN/JL9UUK,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
1604,doi:10.7910/DVN/5WOMCQ,2018,vif-ergm,Social Sciences,RESEARCH_PROJECTS,Multicollinearity in ERGM
1605,doi:10.7910/DVN/6L6JHG,2019,Replication_GU_GenderLPGAdoption,Social Sciences,RESEARCH_PROJECTS,"Replication Data for: ""The Gendered Nature of Liquefied Petroleum Gas Stove Adoption and Use in Rural India"""
1606,doi:10.7910/DVN/PVQVWD,2018,miwahirofumi,Social Sciences,RESEARCHERS,Hirofumi Miwa Dataverse
1607,doi:10.7910/DVN/FAU3VR,2017,miwahirofumi,Social Sciences,RESEARCHERS,Hirofumi Miwa Dataverse
1608,doi:10.7910/DVN/B1EJBO,2019,baleato,Computer and Information Science;Social Sciences,RESEARCHERS,Suso B Baleato Dataverse
1609,doi:10.7910/DVN/OL3EVW,2019,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1610,doi:10.7910/DVN/NN0TSC,2017,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1611,doi:10.7910/DVN/MIU9K3,2016,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1612,doi:10.7910/DVN/DSHYUJ,2016,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1613,doi:10.7910/DVN/YM7IWP,2016,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1614,doi:10.7910/DVN/EEFBL5,2018,fbailo,Social Sciences,UNCATEGORIZED,Francesco Bailo Dataverse
1615,doi:10.7910/DVN/EJSXMK,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
1616,doi:10.7910/DVN/BPIXRS,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
1617,doi:10.7910/DVN/5YB7KD,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences,RESEARCH_PROJECTS,Case Study 1: PM10 Nonattainment Dataverse
1618,doi:10.7910/DVN/PQHGIJ,2018,LAPS,Social Sciences,JOURNALS,Latin American Politics and Society Dataverse
1619,doi:10.7910/DVN/8W0PXP,2018,LAPS,Computer and Information Science;Law;Social Sciences,JOURNALS,Latin American Politics and Society Dataverse
1620,doi:10.7910/DVN/ZSBLXF,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1621,doi:10.7910/DVN/BHEM8T,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1622,doi:10.7910/DVN/X9NUOJ,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1623,doi:10.7910/DVN/MP5XXC,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1624,doi:10.7910/DVN/THNDTR,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1625,doi:10.7910/DVN/NZFAXI,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1626,doi:10.7910/DVN/L2JYUS,2020,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
1627,doi:10.7910/DVN/CKLIY1,2018,laughterperception,Social Sciences,RESEARCH_PROJECTS,Perception of spontaneous and volitional laughter across 21 societies
1628,doi:10.7910/DVN/EA011Q,2019,maxgroemping,Social Sciences,RESEARCHERS,Max Grömping Dataverse
1629,doi:10.7910/DVN/AEZKFD,2019,maxgroemping,Social Sciences,RESEARCHERS,Max Grömping Dataverse
1630,doi:10.7910/DVN/PPVW17,2019,tboas,Social Sciences,RESEARCHERS,Taylor Boas Dataverse
1631,doi:10.7910/DVN/7QHIXX,2015,tboas,Social Sciences,RESEARCHERS,Taylor Boas Dataverse
1632,doi:10.7910/DVN/JJB3QT,2019,tboas,Social Sciences,RESEARCHERS,Taylor Boas Dataverse
1633,doi:10.7910/DVN/NSRKXC,2015,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1634,doi:10.7910/DVN/FV9AVG,2020,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1635,doi:10.7910/DVN/KMQVUA,2018,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1636,doi:10.7910/DVN/MUJHGR,2016,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1637,doi:10.7910/DVN/7SXKSF,2016,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
1638,doi:10.7910/DVN/IBK1LH,2018,mattingram,Computer and Information Science;Mathematical Sciences;Social Sciences,RESEARCHERS,Matthew C. Ingram
1639,doi:10.7910/DVN/OVRHOG,2018,mattingram,Computer and Information Science;Law;Mathematical Sciences;Social Sciences,RESEARCHERS,Matthew C. Ingram
1640,doi:10.7910/DVN/NX5QIU,2019,mattingram,Computer and Information Science;Social Sciences,RESEARCHERS,Matthew C. Ingram
1641,doi:10.7910/DVN/LVPPP7,2019,patrickbayer,Social Sciences,RESEARCHERS,Patrick Bayer Dataverse
1642,doi:10.7910/DVN/7K3RJC,2019,patrickbayer,Social Sciences,RESEARCHERS,Patrick Bayer Dataverse
1643,doi:10.7910/DVN/IDBNZC,2019,state_networks,Social Sciences,RESEARCH_PROJECTS,State Donation Networks Dataverse
1644,doi:10.7910/DVN/HVRCKM,2020,agendaseeding,Social Sciences,RESEARCHERS,"Dataverse for: Agenda Seeding: How 1960s Black Protests Moved Elites, Public Opinion and Voting"
1645,doi:10.7910/DVN/JMPGZX,2018,jasonjjones,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Jason J. Jones Dataverse
1646,doi:10.7910/DVN/NDZV42,2020,crescenzi,Social Sciences,RESEARCHERS,Mark Crescenzi Dataverse
1647,doi:10.7910/DVN/11ZIRS,2017,securityforceethnicity,Social Sciences,RESEARCH_PROJECTS,Security Force Ethnicity Project Dataverse
1648,doi:10.7910/DVN/NH8ZQC,2017,securityforceethnicity,Social Sciences,RESEARCH_PROJECTS,Security Force Ethnicity Project Dataverse
1649,doi:10.7910/DVN/HFIV1A,2017,Mr_DLib,Computer and Information Science,RESEARCH_PROJECTS,Mr. DLib Dataverse
1650,doi:10.7910/DVN/YINHYL,2017,tpmnewsletter,Social Sciences,JOURNALS,The Political Methodologist Dataverse
1651,doi:10.7910/DVN/FUC2AH,2017,tpmnewsletter,Social Sciences,JOURNALS,The Political Methodologist Dataverse
1652,doi:10.7910/DVN/I8YHPT,2018,tpmnewsletter,Social Sciences,JOURNALS,The Political Methodologist Dataverse
1653,doi:10.7910/DVN/WNBBPZ,2018,rebeccacordell,Social Sciences,RESEARCHERS,Rebecca Cordell Dataverse
1654,doi:10.7910/DVN/VB6GAD,2018,rebeccacordell,Social Sciences,RESEARCHERS,Rebecca Cordell Dataverse
1655,doi:10.7910/DVN/8RCE84,2019,places,Earth and Environmental Sciences,RESEARCH_GROUP,PLACES
1656,doi:10.7910/DVN/A5ECON,2016,holger-doering,Social Sciences,RESEARCHERS,Holger Döring Dataverse
1657,doi:10.7910/DVN/7LIY1U,2018,holger-doering,Social Sciences,RESEARCHERS,Holger Döring Dataverse
1658,doi:10.7910/DVN/CT9AFP,2016,shanepsingh,Social Sciences,RESEARCHERS,Shane Singh's Dataverse
1659,doi:10.7910/DVN/RA3RUJ,2018,shanepsingh,Social Sciences,RESEARCHERS,Shane Singh's Dataverse
1660,doi:10.7910/DVN/2JDGQT,2019,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1661,doi:10.7910/DVN/HXNVTQ,2017,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1662,doi:10.7910/DVN/V5NBER,2017,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1663,doi:10.7910/DVN/OW7M4S,2015,samharper,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1664,doi:10.7910/DVN/KG1DEC,2017,samharper,Law;Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Sam Harper Dataverse
1665,doi:10.7910/DVN/4K7SQC,2017,marinagduque,Social Sciences,RESEARCHERS,Marina G. Duque Dataverse
1666,doi:10.7910/DVN/EEZBDE,2019,uw_comm_luyuema_general_exam_method_,Other,RESEARCH_PROJECTS,Luyue Ma Dataverse
1667,doi:10.7910/DVN/KOM12J,2017,apezzola,Medicine; Health and Life Sciences;Social Sciences,RESEARCHERS,Anthony Pezzola Dataverse
1668,doi:10.7910/DVN/DZ7JLC,2017,sfm,Social Sciences,RESEARCHERS,Seraphine F. Maerz Dataverse
1669,doi:10.7910/DVN/UHWZXX,2019,sfm,Social Sciences,RESEARCHERS,Seraphine F. Maerz Dataverse
1670,doi:10.7910/DVN/ELZZ8V,2019,sfm,Social Sciences,RESEARCHERS,Seraphine F. Maerz Dataverse
1671,doi:10.7910/DVN/XW0D8Q,2016,jmryan,Social Sciences,UNCATEGORIZED,Josh M. Ryan Dataverse
1672,doi:10.7910/DVN/LTF688,2015,ahlquist,Social Sciences,RESEARCHERS,John Ahlquist Dataverse
1673,doi:10.7910/DVN/ISEJMI,2020,ahlquist,Business and Management;Social Sciences,RESEARCHERS,John Ahlquist Dataverse
1674,doi:10.7910/DVN/2QCPOI,2018,bpsr,Social Sciences,JOURNALS,Brazilian Political Science Review - Dataverse
1675,doi:10.7910/DVN/5P03UL,2019,bpsr,Social Sciences,JOURNALS,Brazilian Political Science Review - Dataverse
1676,doi:10.7910/DVN/QLKRGD,2019,bpsr,Social Sciences,JOURNALS,Brazilian Political Science Review - Dataverse
1677,doi:10.7910/DVN/X9KKQW,2017,governator,Social Sciences,RESEARCHERS,Governator project
1678,doi:10.7910/DVN/CX6BKT,2017,governator,Social Sciences,RESEARCHERS,Governator project
1679,doi:10.7910/DVN/QXWX4Q,2017,governator,Social Sciences,RESEARCHERS,Governator project
1680,doi:10.7910/DVN/M5QYVV,2017,governator,Social Sciences,RESEARCHERS,Governator project
1681,doi:10.7910/DVN/EZDWZH,2019,schimpfch,Social Sciences,RESEARCHERS,Christian Schimpf Dataverse
1682,doi:10.7910/DVN/DAPJMB,2015,beber,Social Sciences,RESEARCHERS,Bernd Beber Dataverse
1683,doi:10.7910/DVN/T6GPSX,2019,beber,Social Sciences,RESEARCHERS,Bernd Beber Dataverse
1684,doi:10.7910/DVN/VEZQVS,2016,beber,Social Sciences,RESEARCHERS,Bernd Beber Dataverse
1685,doi:10.7910/DVN/45GXK5,2019,pomeroy,Social Sciences,RESEARCHERS,Caleb Pomeroy Dataverse
1686,doi:10.7910/DVN/MV8SWC,2018,pomeroy,Computer and Information Science;Law;Social Sciences,RESEARCHERS,Caleb Pomeroy Dataverse
1687,doi:10.7910/DVN/QOD8ZU,2015,thinking-modulated-recent-linguistic-experience,Arts and Humanities;Social Sciences,RESEARCHERS,Thinking is modulated by recent linguistic experience Dataverse
1688,doi:10.7910/DVN/KQNNLQ,2020,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1689,doi:10.7910/DVN/GQK9MC,2017,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1690,doi:10.7910/DVN/S1IJEG,2016,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1691,doi:10.7910/DVN/U42CYV,2016,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1692,doi:10.7910/DVN/CKCTJS,2015,bk,Social Sciences,RESEARCHERS,Byungkyu Lee Dataverse
1693,doi:10.7910/DVN/CKTAZX,2018,SBIR-STTR_Data,Social Sciences,RESEARCH_PROJECTS,Investigation of  Budget Changes' Effects on Program Implementation of the SBIR/STTR Program 
1694,doi:10.7910/DVN/5DPHSO,2020,dellaposta,Social Sciences,RESEARCHERS,Daniel DellaPosta Dataverse
1695,doi:10.7910/DVN/9Z1URU,2019,roumanias,Social Sciences,RESEARCHERS,Costas Roumanias Dataverse
1696,doi:10.7910/DVN/0O1GW1,2019,Bioversity,Agricultural Sciences;Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Bioversity International Dataverse
1697,doi:10.7910/DVN/WDMSOL,2018,Bioversity,Agricultural Sciences,ORGANIZATIONS_INSTITUTIONS,Bioversity International Dataverse
1698,doi:10.7910/DVN/YLVI5Z,2016,jjm_polbeh,Social Sciences,RESEARCH_PROJECTS,Jones and Joesten Martin Reproduction Files  Dataverse
1699,doi:10.7910/DVN/PVWSOY,2020,lockinlighting,Earth and Environmental Sciences;Social Sciences,RESEARCH_PROJECTS,Lock-in for lighting: The puzzle of continued kerosene use among electrified households in six Indian states
1700,doi:10.7910/DVN/KE92DO,2017,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1701,doi:10.7910/DVN/RZWQQK,2018,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1702,doi:10.7910/DVN/MPMIJU,2017,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1703,doi:10.7910/DVN/LRSICH,2018,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1704,doi:10.7910/DVN/WXEWWU,2018,SpaceBetweenUs,Social Sciences,RESEARCH_PROJECTS,Space Between Us Dataverse
1705,doi:10.7910/DVN/29489,2015,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1706,doi:10.7910/DVN/OFQUAN,2020,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1707,doi:10.7910/DVN/HLAGNR,2019,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1708,doi:10.7910/DVN/9V0LLB,2018,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1709,doi:10.7910/DVN/G2RADZ,2019,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1710,doi:10.7910/DVN/HJZSIM,2019,zucco,Social Sciences,RESEARCHERS,Cesar Zucco Dataverse
1711,doi:10.7910/DVN/EYME7H,2018,montag,Social Sciences,RESEARCHERS,Josef Montag's Dataverse
1712,doi:10.7910/DVN/OCI9KN,2018,montag,Law;Social Sciences,RESEARCHERS,Josef Montag's Dataverse
1713,doi:10.7910/DVN/ELI51F,2020,Clarifying-Ideology-Policy-Diffusion,Social Sciences,RESEARCHERS,Replication Data for: Clarifying the Measurement of Relative Ideology in Policy Diffusion Research
1714,doi:10.7910/DVN/5JDXHS,2016,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1715,doi:10.7910/DVN/JJMCTA,2016,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1716,doi:10.7910/DVN/PEKMYL,2017,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1717,doi:10.7910/DVN/FQEMZU,2018,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1718,doi:10.7910/DVN/5UZF0X,2018,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1719,doi:10.7910/DVN/JXXNDO,2019,economics,Social Sciences,JOURNALS,"Economics: The Open-Access, Open-Assessment E-Journal Dataverse"
1720,doi:10.7910/DVN/AKLOHE,2019,bobreednz,Business and Management;Social Sciences,RESEARCHERS,W. Robert Reed Dataverse
1721,doi:10.7910/DVN/Y3IMBH,2019,bobreednz,Business and Management;Social Sciences,RESEARCHERS,W. Robert Reed Dataverse
1722,doi:10.7910/DVN/2RORMS,2019,EDCC,Agricultural Sciences,JOURNALS,Economic Development and Cultural Change Dataverse
1723,doi:10.7910/DVN/8UWS1R,2019,patrick_mello,Social Sciences,RESEARCHERS,Patrick A. Mello Dataverse
1724,doi:10.7910/DVN/ZIO43M,2018,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1725,doi:10.7910/DVN/TVB65V,2019,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1726,doi:10.7910/DVN/VV12WS,2020,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
1727,doi:10.7910/DVN/MOTEJH,2016,vec,Medicine; Health and Life Sciences,RESEARCH_GROUP,Virus Epidemiology and Control (VEC) Dataverse
